1157172,4813130,145,145,15
1157173,4813127,148,148,16
1157176,4813124,148,148,19
1157192,4813104,0,0,0
1157249,4813042,0,0,0
1157249,4813042,147,147,43
1157278,4813022,147,147,43
1157278,4813022,138,138,39
1157298,4813009,138,138,39
1157298,4813009,137,137,36
1157312,4813000,137,137,36
1157324,4812993,137,137,36
1157335,4812985,137,137,36
1157346,4812977,137,137,36
1157356,4812970,137,137,36
1157356,4812970,0,0,0
1157628,4812795,0,0,0
1157637,4812786,0,0,0
1157637,4812786,142,142,22
1157644,4812778,142,142,22
1157644,4812778,137,137,37
1157659,4812768,137,137,37
1157659,4812768,141,141,46
1157672,4812758,141,141,46
1157672,4812758,141,141,48
1157665,4812756,139,139,49
1157676,4812748,139,139,49
1157676,4812748,137,137,48
1157689,4812739,137,137,48
1157689,4812739,138,138,49
1157701,4812730,138,138,49
1157701,4812730,138,138,50
1157714,4812720,138,138,50
1157714,4812720,138,138,51
1157728,4812710,138,138,51
1157741,4812701,138,138,51
1157753,4812692,138,138,51
1157766,4812682,138,138,51
1157778,4812673,138,138,51
1157778,4812673,137,137,51
1157792,4812664,137,137,51
1157792,4812664,136,136,52
1157805,4812654,136,136,52
1157805,4812654,135,135,53
1157819,4812645,135,135,53
1157819,4812645,135,135,52
1157832,4812636,135,135,52
1157832,4812636,137,137,52
1157846,4812626,137,137,52
1157859,4812617,137,137,52
1157872,4812608,137,137,52
1157886,4812599,137,137,52
1157899,4812589,137,137,52
1157899,4812589,0,0,0
1158025,4812506,0,0,0
1158025,4812506,124,124,33
1158047,4812507,124,124,33
1158065,4812502,0,0,0
1158126,4812454,0,0,0
1158126,4812454,140,140,29
1158120,4812443,140,140,29
1158120,4812443,143,143,31
1158108,4812429,143,143,31
1158108,4812429,148,148,33
1158113,4812421,148,148,33
1158113,4812421,151,151,37
1158120,4812412,151,151,37
1158120,4812412,150,150,40
1158127,4812403,150,150,40
1158134,4812395,150,150,40
1158143,4812386,150,150,40
1158143,4812386,145,145,41
1158152,4812377,145,145,41
1158152,4812377,144,144,41
1158160,4812368,144,144,41
1158160,4812368,149,149,42
1158168,4812359,149,149,42
1158168,4812359,153,153,44
1158175,4812349,153,153,44
1158175,4812349,154,154,47
1158183,4812338,154,154,47
1158183,4812338,155,155,49
1158191,4812326,155,155,49
1158191,4812326,156,156,51
1158199,4812314,156,156,51
1158199,4812314,156,156,52
1158207,4812302,156,156,52
1158207,4812302,157,157,52
1158214,4812289,157,157,52
1158214,4812289,159,159,51
1158220,4812277,159,159,51
1158220,4812277,164,164,50
1158223,4812265,164,164,50
1158223,4812265,170,170,49
1158224,4812253,170,170,49
1158224,4812253,181,181,48
1158222,4812240,181,181,48
1158222,4812240,188,188,47
1158219,4812229,188,188,47
1158219,4812229,193,193,47
1158214,4812218,193,193,47
1158214,4812218,198,198,48
1158208,4812206,198,198,48
1158208,4812206,202,202,48
1158201,4812195,202,202,48
1158201,4812195,205,205,49
1158193,4812184,205,205,49
1158193,4812184,206,206,49
1158184,4812173,206,206,49
1158174,4812161,206,206,49
1158174,4812161,206,206,51
1158166,4812150,206,206,51
1158166,4812150,205,205,50
1158159,4812138,205,205,50
1158159,4812138,202,202,50
1158153,4812126,202,202,50
1158153,4812126,197,197,50
1158149,4812114,197,197,50
1158149,4812114,190,190,49
1158146,4812101,190,190,49
1158146,4812101,185,185,50
1158146,4812089,185,185,50
1158146,4812089,180,180,50
1158148,4812077,180,180,50
1158148,4812077,168,168,47
1158154,4812065,168,168,47
1158154,4812065,157,157,48
1158162,4812055,157,157,48
1158162,4812055,151,151,47
1158171,4812045,151,151,47
1158180,4812035,151,151,47
1158189,4812027,151,151,47
1158189,4812027,150,150,42
1158196,4812018,150,150,42
1158196,4812018,156,156,40
1158202,4812009,156,156,40
1158202,4812009,162,162,40
1158206,4812000,162,162,40
1158206,4812000,165,165,39
1158210,4811991,165,165,39
1158210,4811991,166,166,38
1158214,4811982,166,166,38
1158214,4811982,165,165,36
1158218,4811973,165,165,36
1158218,4811973,163,163,32
1158221,4811967,163,163,24
1158222,4811962,173,173,17
1158222,4811958,188,188,18
1158217,4811936,0,0,0
