ARPT_IDENT	NAME	STATE_PROV	ICAO	FAA_HOST_ID	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	ELEV	TYPE	MAG_VAR	WAC	BEACON	SECOND_ARPT	OPR_AGY	SEC_NAME	SEC_ICAO	SEC_FAA	SEC_OPR_AGY	CYCLE_DATE	TERRAIN	HYDRO
US31788	WELLS MUNI HARRIET FLD	32	KZ	KLWL	WGE	WGE	N41070170	41.117139	W114551960	-114.922111	05772	D	E013557 0106	0305	Y		PA					200405		
US31804	MANITOWOC CO	55	KZ	KMTW	WGE	WGE	N44074358	44.128773	W087405011	-87.680586	00651	D	W003354 0106	0265	Y		PA					200411		Y
US31879	GLADWIN ZETTEL MEM	26	KZ	KGDW	WGE	WGE	N43581428	43.970634	W084283014	-84.475039	00776	A	W006237 0106	0309	Y		PA					200406		
US31890	LAKE VILLAGE MUNI	05	KZ	KM32	WGE	WGE	N33204552	33.345978	W091185651	-91.315697	00125	D	E001021 0106	0408	Y		PA					200512		
US31961	MESQUITE METRO	48	KZ	KHQZ	WGE	WGE	N32444907	32.746964	W096314950	-96.530418	00447	D	E004302 0106	0407	Y		PA					200408		
US32005	ULYSSES	20	KZ	KULS	WGE	WGE	N37361442	37.604006	W101222482	-101.373561	03067	A	E007272 0106	0361	Y		PA					200405		
US32015	LAKE PLACID	36	KZ	KLKP	WGE	WGE	N44155211	44.264475	W073574272	-73.961867	01747	D	W014292 0106	0263			PA					200405		
US32018	BEEVILLE MUNI	48	KZ	K3R0	WGE	WGE	N28214273	28.361869	W097472771	-97.791031	00268	A	E005160 0106	0469	Y		PA					200410		Y
US32055	EL MONTE	06	KZ	KEMT	WGE	WGE	N34051001	34.086113	W118020499	-118.034720	00296	A	E013052 0106	0404	Y		PA					200405		
US32071	DARE CO RGNL	37	KZ	KMQI	WGE	WGE	N35550836	35.918989	W075414394	-75.695539	00014	A	W010448 0106	0410	Y		PA					200406		
US32126	UNIVERSITY OF OKLAHOMA WESTHEIMER	40	KZ	KOUN	WGE	WGE	N35144403	35.245564	W097281966	-97.472128	01182	A	E005031 0106	0407	Y		PA					200608		Y
US32152	CORTEZ MUNI	08	KZ	KCEZ	WGE	WGE	N37181080	37.303000	W108374100	-108.628056	05918	A	E010580 0106	0362	Y		PA					200606	Y	
US32170	DAVIS MONTHAN AFB	04	KDMA	DMA	WGE	WGE	N32095928	32.166467	W110525932	-110.883144	02704	C	E010573 0106	0405	Y		AF					200505	Y	
US32174	H L SONNY CALLAHAN	01	KZ	K4R4	WGE	WGE	N30273784	30.460511	W087523732	-87.877033	00095	A	W001051 0606	0467	Y		PA					200608		
US32215	AIRBORNE AIRPARK	39	KZ	KILN	WGE	WGE	N39254051	39.427919	W083473163	-83.792119	01077	A	W005450 0106	0358	Y		PA					200503		
US32225	PAWHUSKA MUNI	40	KZ	KH76	WGE	WGE	N36401821	36.671725	W096242005	-96.405569	01000	D	E004201 0106	0360	Y		MU					200603		Y
US32229	CAIRNS AAF	01	KOZR	OZR	WGE	WGE	N31163243	31.275675	W085424818	-85.713383	00301	C	W002417 0106	0467	Y		AA					200601		
US32242	BRANDYWINE	42	KZ	KN99	WGE	WGE	N39592442	39.990117	W075345487	-75.581908	00466	A	W011586 0106	0357	Y		MU					200408		
US32245	RIVERTON RGNL	56	KZ	KRIW	WGE	WGE	N43035125	43.064236	W108273543	-108.459842	05525	A	E011427 0706	0306	Y		PA					200609		Y
US32284	NEW GARDEN	42	KZ	KN57	WGE	WGE	N39494990	39.830528	W075461108	-75.769744	00436	A	W011484 0106	0357	Y		PA					200513		
US32337	LEOS ANGUS RANCH	29	KZ	MU03	WGE	WGE	N38284805	38.480014	W094115080	-94.197444	00900	D	E002412 0106	0360			PV					200510		
US32364	HENRYETTA MUNI	40	KZ	KF10	WGE	WGE	N35242477	35.406881	W096005700	-96.015833	00849	D	E004067 0106	0407	Y		MU					200602		Y
US32419	EAGLE LAKE	48	KZ	KELA	WGE	WGE	N29360200	29.600556	W096191900	-96.321944	00184	D	E004261 0206	0469	Y		PA					200603		
US32424	FRANKLINTON	22	KZ	K2R7	WGE	WGE	N30491000	30.819444	W090064500	-90.112500	00175	D	E000275 0106	0468	Y		MU					200511		
US32506	PENSACOLA NAS	12	KNPA	NPA	WGE	WGE	N30210956	30.352656	W087190713	-87.318647	00028	C	W001250 0106	0467	Y		NA					200609		Y
US32543	SUNNYSIDE MUNI	53	KZ	K1S5	WGE	WGE	N46193746	46.327072	W119581330	-119.970361	00764	D	E016444 0106	0269	Y		PA					200606		
US32578	CARLISLE MUNI	05	KZ	K4M3	WGE	WGE	N34482963	34.808231	W091424338	-91.712051	00240	D	E001106 0106	0408	Y		PA					200601		
US32600	LONGHORN AUX LANDING STRIP	48	KZ	22XS	WGE	WGE	N31221560	31.371000	W097400107	-97.666964	00720	C	E005112 0106	0469			AA					200507		
US32634	RICHARD B HELGESON	27	KZ	KTWM	WGE	WGE	N47025721	47.049225	W091444251	-91.745142	01080	D	W000300 0106	0265	Y		PA					200405		
US32657	CHERAW MUNI LYNCH BELLINGER FLD	45	KZ	KCQW	WGE	WGE	N34424635	34.712875	W079572522	-79.957006	00239	A	W007329 0106	0410	Y		PA					200604		
US32667	PENSACOLA RGNL	12	KPNS	PNS	WGE	WGE	N30282433	30.473425	W087111180	-87.186611	00121	A	W001316 0106	0467	Y		PA					200607		Y
US32677	GRAND FORKS AFB	38	KZ	KRDR	WGE	WGE	N47573995	47.961098	W097240430	-97.401194	00913	C	E004353 0106	0266	Y		AF					200609		
US32687	ST LOUIS DOWNTOWN	17	KZ	KCPS	WGE	WGE	N38341461	38.570725	W090092240	-90.156222	00413	A	W000262 0106	0359	Y		PA					200608		Y
US32697	COMPTON WOODLEY	06	KZ	KCPM	WGE	WGE	N33532405	33.890015	W118143725	-118.243680	00097	D	E013049 0106	0404	Y		PA					200604		
US32725	USAF ACADEMY AFLD	08	KZ	KAFF	WGE	WGE	N38581100	38.969723	W104484702	-104.813060	06572	C	E009252 0206	0361			AF					200605		
US32763	NEW CUYAMA	06	KZ	KL88	WGE	WGE	N34561492	34.937477	W119411846	-119.688460	02203	D	E013353 0106	0404			PA					200513		
US32765	ORLANDO SANFORD INTL	12	KSFB	SFB	WGE	WGE	N28463950	28.777639	W081141496	-81.237489	00055	A	W005241 0106	0466	Y		PA					200607		Y
US32810	WILLIAM P HOBBY	48	KHOU	HOU	WGE	WGE	N29384351	29.645419	W095164400	-95.278889	00046	A	E003502 0206	0468	Y		PA					200609		Y
US32859	VOLNY LONG CREEK	41	KZ	OR07	WGE	WGE	N44454455	44.762375	W119060690	-119.101917	03823	D	E016030 0106	0269			PV					200604		
US32884	WILDER	46	KZ	K6E5	WGE	WGE	N44255089	44.430803	W097334028	-97.561188	01729	D	E004553 0106	0266	Y		PA					200405		
US32885	EVANSTON UINTA CO BURNS FLD	56	KZ	KEVW	WGE	WGE	N41162920	41.274778	W111020470	-111.034639	07143	D	E012357 0106	0305	Y		PA					200606		
US32895	TONASKET MUNI	53	KZ	KW01	WGE	WGE	N48432953	48.724869	W119275628	-119.465633	01311	D	E017233 0106	0216	Y		MU					200510	Y	
US32915	INDIANOLA MUNI	28	KZ	KIDL	WGE	WGE	N33290870	33.485750	W090404407	-90.678908	00126	A	E000336 0206	0408	Y		PA					200603		
US32939	PINE BLUFFS MUNI	56	KZ	K82V	WGE	WGE	N41091194	41.153316	W104074883	-104.130230	05152	D	E009127 0706	0306	Y		PA					200609		
US32997	BUCKLEY AFB	08	KBKF	BKF	WGE	WGE	N39420600	39.701668	W104450598	-104.751660	05662	C	E009285 0106	0361	Y		AN					200609		
US33042	NEEDLES	06	KZ	KEED	WGE	WGE	N34455885	34.766347	W114372381	-114.623281	00983	D	E012282 0106	0405	Y		PA					200413		Y
US33088	CHERRY CAPITAL	26	KTVC	TVC	WGE	WGE	N44442920	44.741444	W085345605	-85.582236	00624	B	W005387 0106	0265	Y		PA					200505		
US33134	MANSFIELD MUNI	25	KZ	K1B9	WGE	WGE	N42000047	42.000131	W071114837	-71.196769	00122	A	W015106 0106	0310	Y		PA					200607		
US33148	COOPERSTOWN MUNI	38	KZ	KS32	WGE	WGE	N47252199	47.422775	W098062114	-98.105873	01424	D	E005139 0106	0266			PA					200507		
US33167	ALLEN CO	20	KZ	KK88	WGE	WGE	N37521230	37.870083	W095231100	-95.386389	01015	A	E003351 0106	0360	Y		PA					200609		
US33180	NORTHWAY	02	PAOR	PORT	WGE	WGE	N62574080	62.961334	W141554489	-141.929136	01716	A	E023416 0106	0117	Y		PA					200601		Y
US33183	EL COYOTE RANCH	48	KZ	2TA8	WGE	WGE	N26513019	26.858386	W098131903	-98.221953	00183	D	E005297 0106	0522			PV					200211		
US33235	PALMER MUNI	02	PAAQ	PPAQ	WGE	WGE	N61354169	61.594914	W149051936	-149.088711	00242	A	E020380 0606	0118	Y		MU					200608	Y	Y
US33249	IOWA FALLS MUNI	19	KZ	KIFA	WGE	WGE	N42281483	42.470787	W093161183	-93.269953	01137	A	E001353 0106	0307	Y		PA					200606		
US33290	MOJAVE	06	KZ	KMHV	WGE	WGE	N35033371	35.059364	W118090668	-118.151856	02791	A	E013199 0106	0404	Y		PA					200405		
US33316	PITTSBURGH INTL	42	KPIT	PIT	WGE	WGE	N40292928	40.491467	W080135834	-80.232872	01204	A	W008502 0106	0309	Y		PA					200609		Y
US33328	LIBERTY CASEY CO	21	KZ	KI53	WGE	WGE	N37183425	37.309514	W085033184	-85.058844	01040	D	W004163 0106	0358			PA					200513		
US33340	WILEY POST WILL ROGERS MEM	02	PABR	PBRW	WGE	WGE	N71170761	71.285446	W156455761	-156.766003	00044	D	E020300 0106	0063	Y		PA					200604		Y
US33347	CAMPBELL CO	47	KZ	KJAU	WGE	WGE	N36200447	36.334575	W084094444	-84.162344	01180	A	W004462 0106	0358	Y		PA					200604		
US33372	LEEWARD FARM	55	KZ	WS51	WGE	WGE	N43210993	43.352757	W090405146	-90.680962	01055	D	W000452 0106	0308			PV					200607		
US33471	NEWARK HEATH	39	KZ	KVTA	WGE	WGE	N40012877	40.024658	W082274253	-82.461814	00884	A	W006580 0106	0309	Y		PA					200412		
US33491	TOCCOA RG LETOURNEAU FLD	13	KZ	KTOC	WGE	WGE	N34353755	34.593764	W083174488	-83.295800	00994	A	W005044 0106	0409	Y		PA					200602		
US33508	ST JAMES MUNI	27	KZ	KJYG	WGE	WGE	N43591075	43.986319	W094332857	-94.557936	01067	D	E002298 0106	0307	Y		PA					200504		
US33536	REXROAD	54	KZ	WV47	WGE	WGE	N39080834	39.135650	W080123730	-80.210361	01350	D	W008283 0106	0358			PV					200512		
US33591	PONTIAC MUNI	17	KZ	KPNT	WGE	WGE	N40552771	40.924364	W088372600	-88.623889	00666	D	W002045 0106	0308	Y		PA					200509		
US33608	ELLINGTON FLD	48	KZ	KEFD	WGE	WGE	N29362640	29.607333	W095093150	-95.158750	00032	A	E003464 0106	0468	Y		PA					200609		Y
US33611	JENNINGS	22	KZ	K3R7	WGE	WGE	N30143370	30.242694	W092402441	-92.673447	00023	D	E002124 0106	0468	Y		MU					200511		
US33652	BALDWIN MUNI	26	KZ	K7D3	WGE	WGE	N43523176	43.875489	W085503165	-85.842125	00828	D	W005099 0106	0308			PA					200405		
US33654	FAIRGROUNDS AIRPARK	30	KZ	KF02	WGE	WGE	N45432992	45.724979	W107360231	-107.600642	02911	D	E011471 0106	0267	Y		PA					200513		
US33659	STERLING	25	KZ	K3B3	WGE	WGE	N42253330	42.425917	W071473430	-71.792861	00459	D	W015012 0106	0310	Y		MU					200405		
US33787	FILLMORE CO	27	KZ	KFKA	WGE	WGE	N43403634	43.676761	W092104704	-92.179733	01276	D	E000300 0106	0308	Y		PA					200507		
US33808	WHIDBEY ISLAND NAS	53	KZ	KNUW	WGE	WGE	N48210649	48.351803	W122392126	-122.655906	00047	C	E017599 0106	0216	Y		NA					200413		Y
US33833	SHERMAN MUNI	48	KZ	KSWI	WGE	WGE	N33372698	33.624161	W096351001	-96.586114	00745	D	E004312 0106	0407	Y		PA					200410		
US33856	EASTERN OREGON RGNL AT PENDLETON	41	KZ	KPDT	WGE	WGE	N45414220	45.695056	W118502920	-118.841444	01497	A	E016157 0106	0269	Y		PA					200507		
US33875	AUDUBON CO	19	KZ	KADU	WGE	WGE	N41420495	41.701374	W094551395	-94.920542	01287	A	E003000 0106	0307	Y		PA					200409		
US33891	ALICE INTL	48	KALI	ALI	WGE	WGE	N27442720	27.740889	W098013700	-98.026944	00178	A	E005236 0106	0522	Y		PA					200609		
US33892	MOODY AFB	13	KVAD	VAD	WGE	WGE	N30580420	30.967833	W083113480	-83.193000	00233	C	W004268 0106	0466	Y		AF					200512		
US33916	TYLER CO	48	KZ	K09R	WGE	WGE	N30463072	30.775200	W094273072	-94.458534	00388	D	E003179 0106	0468	Y		PA					200504		
US33919	POPLARVILLE PEARL RIVER CO	28	KZ	KM13	WGE	WGE	N30470967	30.786019	W089301623	-89.504508	00320	D	E000028 0106	0467	Y		PA					200606		
US33975	DE QUINCY INDUSTRIAL AIRPARK	22	KZ	K5R8	WGE	WGE	N30262822	30.441172	W093282459	-93.473497	00081	D	E002421 0106	0468	Y		MU					200605		
US33995	ADDISON	48	KZ	KADS	WGE	WGE	N32580681	32.968558	W096501121	-96.836447	00644	A	E004411 0106	0407	Y		PA					200503		Y
US34068	NEW SMYRNA BEACH MUNI	12	KZ	KEVB	WGE	WGE	N29032050	29.055694	W080565610	-80.948917	00010	A	W005393 0106	0466	Y		PA					200607		Y
US34092	TANACROSS	02	PA	PTSG	WGE	WGE	N63222772	63.374367	W143200807	-143.335575	01549	D	E023276 0106	0117			UF					200503		
US34133	TUPELO RGNL	28	KTUP	TUP	WGE	WGE	N34160519	34.268108	W088461162	-88.769894	00346	A	W000547 0106	0408	Y		PA					200607		
US34143	WHITESIDE CO JOS H BITTORF	17	KZ	KSQI	WGE	WGE	N41443423	41.742842	W089403465	-89.676292	00647	A	W001200 0106	0308	Y		PA					200509		Y
US34152	HILLENBRAND INDUSTRIES	18	KZ	KHLB	WGE	WGE	N39204018	39.344494	W085152987	-85.258297	00973	D	W004326 0106	0358	Y		PV					200405		
US34212	JOHNSON CO	56	KZ	KBYG	WGE	WGE	N44225191	44.381086	W106431844	-106.721790	04968	A	E011059 0106	0267	Y		PA					200509	Y	
US34217	BOB WILEY FLD	46	KZ	KSFD	WGE	WGE	N43232478	43.390217	W099503152	-99.842089	02032	D	E006394 0106	0307	Y		PA					200609		
US34269	AMMONS	22	KZ	5LS9	WGE	WGE	N31315364	31.531567	W093422766	-93.707683	00210	D	E002471 0106	0468			PV					200606		
US34319	FLYING BULL RANCH	48	KZ	TA52	WGE	WGE	N29490079	29.816886	W099594625	-99.996181	01614	D	E006243 0106	0469			PV					200210		
US34330	LEVELLAND MUNI	48	KZ	KLLN	WGE	WGE	N33330903	33.552508	W102222099	-102.372497	03514	A	E007453 0106	0406	Y		PA					200405		
US34343	ONA AIRPARK	54	KZ	K12V	WGE	WGE	N38262720	38.440889	W082120280	-82.200778	00572	D	W006461 0106	0358			PA					200405		
US34354	PIERCE CO THUN FLD	53	KZ	K1S0	WGE	WGE	N47061410	47.103917	W122171390	-122.287194	00538	A	E017299 0106	0269	Y		PA					200501	Y	
US34376	SCOBEY	30	KZ	K9S2	WGE	WGE	N48482782	48.807728	W105262209	-105.439469	02432	D	E010551 0106	0217	Y		PA					200601		
US34393	WHITEHOUSE NOLF	12	KZ	KNEN	WGE	WGE	N30211400	30.353889	W081521900	-81.871944	00099	C	W005159 0106	0466	Y		NA					200504		
US34402	POSO KERN COUNTY	06	KZ	KL73	WGE	WGE	N35354784	35.596622	W119073938	-119.127606	00635	D	E013388 0106	0404			PA					200405		
US34418	WILLIAMS	48	KZ	K9X1	WGE	WGE	N30091215	30.153375	W095191916	-95.321989	00122	D	E003509 0106	0468			PV					200609		
US34453	LINCOLNTON LINCOLN CO RGNL	37	KZ	KIPJ	WGE	WGE	N35285998	35.483328	W081094053	-81.161258	00875	D	W006511 0106	0409	Y		PA					200605		
US34509	TICONDEROGA MUNI	36	KZ	K4B6	WGE	WGE	N43523817	43.877269	W073244730	-73.413139	00274	D	W014397 0106	0310			MU					200512		
US34529	FREDDIE JONES FLD	01	KZ	K70A	WGE	WGE	N32160052	32.266811	W087430503	-87.718063	00161	D	W001242 0106	0408			MU					200511		
US34533	ELTON HENSLEY MEM	29	KZ	KFTT	WGE	WGE	N38501716	38.838100	W092000930	-92.002583	00886	A	E000561 0606	0359	Y		PA					200609		
US34539	EUPORA	28	KZ	K06M	WGE	WGE	N33320444	33.534567	W089184525	-89.312569	00450	D	W000251 0106	0408			PA					200507		
US34550	CENTERVILLE MUNI	47	KZ	KGHM	WGE	WGE	N35501474	35.837429	W087264335	-87.445374	00768	D	W002086 0106	0408	Y		MU					200413		
US34551	KOSCIUSKO ATTALA CO	28	KZ	KOSX	WGE	WGE	N33052493	33.090258	W089323126	-89.542017	00480	D	W000119 0106	0408	Y		PA					200608		
US34593	CARL FOLSOM	01	KZ	K14J	WGE	WGE	N31243615	31.410042	W086052521	-86.090336	00258	D	W002268 0106	0467	Y		PA					200608		
US34596	MERRILL MUNI	55	KZ	KRRL	WGE	WGE	N45115610	45.198917	W089424627	-89.712853	01318	A	W001597 0106	0265	Y		PA					200509		Y
US34603	CHOTEAU	30	KZ	KCII	WGE	WGE	N47494205	47.828347	W112100601	-112.168336	03947	D	E014301 0106	0268	Y		PA					200501		
US34615	BURLEY MUNI	16	KZ	KBYI	WGE	WGE	N42323337	42.542603	W113461756	-113.771544	04150	A	E013530 0106	0305	Y		PA					200513	Y	
US34641	CENTRAL COLORADO RGNL	08	KZ	KAEJ	WGE	WGE	N38485098	38.814161	W106071450	-106.120694	07946	A	E010039 0106	0361	Y		MU					200604	Y	
US34644	DICKSON MUNI	47	KZ	KM02	WGE	WGE	N36074063	36.127953	W087254744	-87.429844	00892	A	W002122 0106	0359	Y		PA					200604		
US34688	MIAMI INTL	12	KMIA	MIA	WGE	WGE	N25473570	25.793250	W080172600	-80.290556	00008	A	W005280 0106	0525	Y		PA					200607		
US34722	ELKHART MUNI	18	KZ	KEKM	WGE	WGE	N41430989	41.719414	W086001162	-86.003228	00778	A	W004282 0106	0308	Y		PA					200608		
US34726	LEMMON MUNI	46	KZ	KLEM	WGE	WGE	N45550731	45.918697	W102062224	-102.106178	02571	A	E008210 0106	0267	Y		PA					200410		
US34741	BATTLE MOUNTAIN	32	KZ	KBAM	WGE	WGE	N40355657	40.599047	W116522761	-116.874336	04532	D	E014216 0106	0305	Y		PA					200413	Y	
US34779	JIM KELLY FLD	31	KZ	KLXN	WGE	WGE	N40472553	40.790425	W099463329	-99.775914	02413	A	E006302 0706	0307	Y		PA					200609		
US34819	CHAPIN	39	KZ	47OH	WGE	WGE	N41120019	41.200053	W082342463	-82.573508	00885	D	W007117 0106	0309			PV					200210		
US34823	SKANEATELES AERO DROME	36	KZ	K6B9	WGE	WGE	N42545024	42.913956	W076262677	-76.440769	01038	D	W012229 0106	0310	Y		MU					200411		
US34909	CHADRON MUNI	31	KZ	KCDR	WGE	WGE	N42501520	42.837556	W103054350	-103.095417	03297	A	E008484 0106	0306	Y		PA					200609		
US34934	COLUMBIA MARION CO	28	KZ	K0R0	WGE	WGE	N31174923	31.297009	W089484619	-89.812831	00265	D	E000120 0106	0467	Y		PA					200607		
US34960	SAMUELS FLD	21	KZ	KBRY	WGE	WGE	N37485156	37.814322	W085295870	-85.499639	00669	A	W004015 0106	0358	Y		PA					200405		
US34966	COMANCHE CAVES RANCH	48	KZ	4TA6	WGE	WGE	N30012076	30.022433	W099230117	-99.383658	02000	D	E006061 0106	0469			PV					200210		
US34970	SOLDOTNA	02	PASX	PSXQ	WGE	WGE	N60283249	60.475692	W151020290	-151.034139	00113	D	E019384 0106	0118	Y		MU					200609		Y
US34982	WORCESTER RGNL	25	KORH	ORH	WGE	WGE	N42160242	42.267338	W071523256	-71.875710	01009	A	W014551 0106	0310	Y		PA					200607		Y
US35027	DUVAL CO RANCH COMPANY	48	KZ	28TA	WGE	WGE	N27500107	27.833631	W098430106	-98.716961	00665	D	E005444 0106	0522			PV					200209		
US35143	JACKPOT HAYDEN FLD	32	KZ	K06U	WGE	WGE	N41583368	41.976021	W114392913	-114.658092	05213	D	E014028 0106	0305	Y		PA					200405		
US35151	LAKES OF THE NORTH	26	KZ	K4Y4	WGE	WGE	N44544504	44.912510	W084523515	-84.876431	01286	D	W006198 0106	0264			PV					200412		
US35186	MOURSUND RANCH	48	KZ	71TE	WGE	WGE	N30224071	30.377975	W098223408	-98.376133	01471	D	E005346 0106	0469			PV					200312		
US35253	LANCASTER CO MC WHIRTER FLD	45	KZ	KLKR	WGE	WGE	N34432250	34.722917	W080511650	-80.854583	00486	A	W006542 0106	0409	Y		PA					200606		
US35255	JONESBORO	22	KZ	KF88	WGE	WGE	N32120717	32.201992	W092435856	-92.732933	00256	D	E002061 0106	0408	Y		MU					200511		
US35258	BEARCE	05	KZ	K7M3	WGE	WGE	N34314534	34.529261	W093313769	-93.527136	00643	D	E002286 0106	0408	Y		MU					200513		
US35272	SEATTLE TACOMA INTL	53	KSEA	SEA	WGE	WGE	N47265640	47.449000	W122183350	-122.309306	00433	A	E017371 0106	0269	Y		PA					200602		Y
US35308	LOVELL FLD	47	KCHA	CHA	WGE	WGE	N35020700	35.035278	W085121371	-85.203808	00683	A	W003432 0106	0409	Y		PA					200609		
US35326	CHILOQUIN STATE	41	KZ	K2S7	WGE	WGE	N42345949	42.583191	W121523405	-121.876125	04217	D	E016003 0106	0304	Y		MU					200405		
US35334	DEXTER MUNI	29	KZ	KDXE	WGE	WGE	N36463889	36.777470	W089562822	-89.941172	00305	A	W000217 0106	0359	Y		PA					200602		
US35365	MARIANNA LEE  CO STEVE EDWARDS FLD	05	KZ	K6M7	WGE	WGE	N34464900	34.780278	W090483800	-90.810556	00217	D	E000316 0106	0408			MU					200601		
US35368	RED OAK MUNI	19	KZ	KRDK	WGE	WGE	N41003790	41.010529	W095153550	-95.259861	01044	D	E003188 0106	0307	Y		PA					200507		
US35434	OLYMPIA	53	KOLM	OLM	WGE	WGE	N46580986	46.969406	W122540916	-122.902544	00209	A	E017285 0706	0269	Y		PA					200609		Y
US35461	SPRINGDALE MUNI	05	KZ	KASG	WGE	WGE	N36103508	36.176411	W094070933	-94.119258	01353	A	E002470 0106	0360	Y		PA					200609		Y
US35501	MUSKEGON CO	26	KMKG	MKG	WGE	WGE	N43101016	43.169489	W086141760	-86.238222	00628	A	W004377 0106	0308	Y		PA					200506		
US35567	IGOR I SIKORSKY MEM	09	KBDR	BDR	WGE	WGE	N41094850	41.163472	W073073420	-73.126167	00009	A	W013512 0106	0310	Y		PV					200608		Y
US35583	FORT COLLINS DOWNTOWN	08	KZ	K3V5	WGE	WGE	N40351801	40.588336	W105023003	-105.041675	04939	A	E009433 0106	0306	Y		PA					200602		
US35603	MEMORIAL FLD	05	KHOT	HOT	WGE	WGE	N34284092	34.478033	W093054635	-93.096207	00540	A	E002110 0106	0408	Y		PA					200601		Y
US35651	FOSTORIA METRO	39	KZ	KFZI	WGE	WGE	N41112699	41.190831	W083234033	-83.394536	00752	A	W006313 0106	0309	Y		PA					200607		
US35735	SEQUOIA FLD	06	KZ	KD86	WGE	WGE	N36265482	36.448561	W119190842	-119.319006	00313	D	E013534 0106	0363			PA					200405		
US35753	KERSHAW	01	KZ	AL12	WGE	WGE	N32213050	32.358472	W086072987	-86.124964	00225	D	W002344 0106	0409			PV					200506		
US35786	TOM B DAVID FLD	13	KZ	KCZL	WGE	WGE	N34271962	34.455450	W084562098	-84.939161	00647	D	W003487 0106	0409	Y		PA					200603		
US35787	SKYHAVEN	29	KZ	K9K4	WGE	WGE	N38470300	38.784167	W093481030	-93.802861	00798	A	E002190 0606	0360	Y		PA					200608		
US35828	JACKSON EVERS INTL	28	KJAN	JAN	WGE	WGE	N32184020	32.311167	W090043320	-90.075889	00346	B	E000162 0106	0408	Y		PA					200607		
US35882	WILBURTON MUNI	40	KZ	KH05	WGE	WGE	N34551211	34.920031	W095233841	-95.394003	00670	D	E003431 0106	0407	Y		PA					200511		
US35892	PLANTATION AIRPARK	13	KZ	KJYL	WGE	WGE	N32384300	32.645278	W081354960	-81.597111	00188	A	W005552 0106	0409	Y		PA					200606		
US35894	PHILIP	46	KZ	KPHP	WGE	WGE	N44025506	44.048628	W101355662	-101.599060	02207	A	E007543 0106	0267	Y		PA					200506		
US35909	SHAWANO MUNI	55	KZ	K3WO	WGE	WGE	N44471322	44.787006	W088333225	-88.558958	00813	D	W002573 0106	0265	Y		PA					200609		
US35965	SPENCE	13	KZ	KMUL	WGE	WGE	N31081567	31.137686	W083421462	-83.704061	00292	D	W004068 0106	0466			PA					200602		
US36019	WINDWOOD FLY IN RESORT	54	KZ	WV62	WGE	WGE	N39031839	39.055108	W079255318	-79.431439	03210	D	W009016 0106	0358			PV					200512		
US36094	CHESTER CO G O CARLSON	42	KZ	K40N	WGE	WGE	N39584430	39.978972	W075515570	-75.865472	00660	A	W011474 0106	0357	Y		PA					200602		
US36099	GALLIA MEIGS RGNL	39	KZ	KGAS	WGE	WGE	N38500280	38.834111	W082094835	-82.163431	00566	D	W006537 0106	0358	Y		PA					200405		
US36118	ELK RIVER	37	KZ	NC06	WGE	WGE	N36093745	36.160403	W081534840	-81.896778	03468	D	W006275 0106	0358			PV					200205		
US36142	DAWSON COMMUNITY	30	KZ	KGDV	WGE	WGE	N47081938	47.138718	W104482592	-104.807200	02456	D	E010178 0106	0267	Y		PA					200513		
US36143	NEWTON MUNI	48	KZ	K61R	WGE	WGE	N30530372	30.884367	W093443064	-93.741844	00320	D	E002507 0106	0468	Y		PA					200605		
US36149	PHILIPPI BARBOUR CO RGNL	54	KZ	K79D	WGE	WGE	N39095835	39.166208	W080034529	-80.062581	01780	D	W008354 0106	0358			PA					200512		
US36197	SCHOLES INTL AT GALVESTON	48	KGLS	GLS	WGE	WGE	N29155516	29.265322	W094513746	-94.860406	00006	A	E003367 0106	0468	Y		PA					200609		Y
US36208	WEISER MUNI	16	KZ	KS87	WGE	WGE	N44122459	44.206831	W116574459	-116.962386	02112	D	E015191 0106	0268	Y		PA					200607		
US36231	SUMMERSVILLE	54	KZ	KSXL	WGE	WGE	N38135390	38.231639	W080521490	-80.870806	01820	A	W007440 0106	0358	Y		PA					200511		
US36246	HAMILTON MUNI	48	KZ	KMNZ	WGE	WGE	N31395734	31.665928	W098085510	-98.148639	01299	A	E005274 0106	0469	Y		MU					200405		
US36289	LONG BEACH	06	KLGB	LGB	WGE	WGE	N33490380	33.817722	W118090580	-118.151611	00060	A	E013029 0106	0404	Y		PA					200505		Y
US36324	AVENGER FLD	48	KZ	KSWW	WGE	WGE	N32280251	32.467364	W100275963	-100.466564	02380	A	E006438 0106	0407	Y		PA					200513		
US36347	DILLINGHAM	15	PHDH	HDH	WGE	WGE	N21344611	21.579475	W158115021	-158.197281	00014	D	E009595 0106	0599			AA					200601		Y
US36367	EARLY CO	13	KZ	KBIJ	WGE	WGE	N31235103	31.397508	W084534127	-84.894797	00214	D	W003182 0106	0467	Y		PA					200607		
US36375	TUSCALOOSA RGNL	01	KTCL	TCL	WGE	WGE	N33131426	33.220627	W087364105	-87.611403	00170	A	W001371 0106	0408	Y		PA					200604		
US36416	DEXTER B FLORENCE MEM FLD	05	KZ	KM89	WGE	WGE	N34055945	34.099846	W093035802	-93.066116	00182	A	E002114 0106	0408	Y		PA					200607		Y
US36417	WISHEK MUNI	38	KZ	K6L5	WGE	WGE	N46144691	46.246364	W099321640	-99.537888	02035	D	E006262 0106	0266	Y		PV					200510		
