ARPT_IDENT	NAME	STATE_PROV	ICAO	FAA_HOST_ID	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	ELEV	TYPE	MAG_VAR	WAC	BEACON	SECOND_ARPT	OPR_AGY	SEC_NAME	SEC_ICAO	SEC_FAA	SEC_OPR_AGY	CYCLE_DATE	TERRAIN	HYDRO
AA30079	REINA BEATRIX INTL		TNCA	N	WGE	WGE	N12300500	12.501389	W070005480	-70.015221	00060	A	W009358 0506	0707	Y		CI					200508		
AC44813	V C BIRD INTL		TAPA	N	NAS	WGE	N17081230	17.136749	W061473360	-61.792667	00062	A	W014259 0506	0649	Y		CI					200607		
AE01079	ARZANAH		OMAR	N	WGE	WGE	N24464990	24.780528	E052333580	52.559944	00015	D	E001459 0506	0547			PV					200602		Y
AE04602	AL HAMRA AUX		OMAH	N	WGE	WGE	N24042633	24.073981	E052274912	52.463644	00050	D	E001400 0506	0547			MI					200510		
AE05094	MINHAD AB		OMDM	N	WGE	WGE	N25013655	25.026819	E055215848	55.366244	00165	C	E001286 0506	0548			MI					200411		
AE05715	SHARJAH INTL		OMSJ	N	WGE	WGE	N25194287	25.328575	E055310174	55.517150	00111	B	E001307 0506	0548	Y		ML					200505		
AE19613	ABU DHABI INTL		OMAA	N	WGE	WGE	N24255870	24.432972	E054390410	54.651138	00088	A	E001275 0506	0548			CI					200608		
AE31044	AL DHAFRA		OMAM	N	WGE	WGE	N24145370	24.248249	E054325180	54.547722	00077	C	E001264 0506	0548			MI					200608		
AE37377	ZIRKU		OMAZ	N	WGE	WGE	N24514155	24.861542	E053044020	53.077833	00014	D	E001429 0506	0548			PV					200603		
AE52272	DUBAI INTL		OMDB	N	WGE	WGE	N25151000	25.252778	E055215200	55.364444	00062	A	E001315 0706	0548			CI					200609		
AE52385	YAS ISLAND		OM	OM10	WGE	WGE	N24170238	24.283994	E052344927	52.580353	00025	D	E001411 0506	0547			MI					200510		
AE56787	FUJAIRAH INTL		OMFJ	N	WGE	WGE	N25064401	25.112225	E056192627	56.323964	00152	A	E001231 0506	0548	Y		CI					200511		
AE68809	RAS AL KHAIMAH INTL		OMRK	N	WGE	WGE	N25364854	25.613483	E055561974	55.938817	00102	A	E001310 0506	0548	Y		CI					200608		
AE73364	DAS ISLAND		OMAS	N	WGE	WGE	N25084639	25.146219	E052522536	52.873711	00012	D	E001472 0506	0547			PV					200510		
AE76816	BATEEN		OMAD	N	WGE	WGE	N24254200	24.428333	E054272910	54.458084	00016	B	E001288 0506	0548			ML					200512		
AE80711	AL AIN INTL		OMAL	N	WGE	WGE	N24154200	24.261667	E055363300	55.609167	00869	A	E001191 0506	0548			CI					200511		
AE95262	ABU DHABI NORTHEAST		OM	OM11	WGE	WGE	N24310788	24.518856	E054584823	54.980064	00088	D	E001261 0506	0548			MI					200511		
AE97915	JEBEL DHANA		OMAJ	N	WGE	WGE	N24111474	24.187428	E052365040	52.614000	00043	D	E001399 0506	0547			PV					200509		
AF28606	HERAT		OAHR	N	WGE	WGE	N34123606	34.210017	E062134188	62.228300	03206	D	E002579 0506	0430			ML					200609		
AF39176	MAZAR I SHARIF		OAMS	N	WGE	WGE	N36422489	36.706914	E067123484	67.209678	01284	D	E003236 0506	0336			ML					200511		
AF50693	BAGRAM		OAIX	N	WGE	WGE	N34564610	34.946139	E069155390	69.264972	04895	C	E002420 0506	0431			AF					200606	Y	Y
AF60849	KANDAHAR		OAKN	N	WGE	WGE	N31302072	31.505756	E065505216	65.847822	03337	B	E001590 0506	0442			ML					200512		
AF75939	SHINDAND		OASD	N	WGE	WGE	N33232879	33.391331	E062153951	62.260975	03773	D	E002438 0506	0430	Y		ML					200511		
AF87064	JALALABAD		OAJL	N	WGE	WGE	N34235943	34.399842	E070295505	70.498625	01814	D	E002274 0506	0431			MI					200511		
AF92944	KONDUZ		OAUZ	N	WGE	WGE	N36395440	36.665111	E068543900	68.910833	01457	D	E003153 0506	0336	Y		ML					200513		
AF94313	KABUL INTL		OAKB	N	WGE	WGE	N34335707	34.565853	E069124438	69.212328	05877	B	E002356 0506	0431			ML					200513	Y	
AF94325	SHEBERGHAN		OASG	N	WGE	WGE	N36450282	36.750783	E065544739	65.913164	01053	D	E003299 0506	0337			MI					200511		
AF94326	MAIMANA		OAMN	N	WGE	WGE	N35555084	35.930789	E064453930	64.760917	02743	D	E003188 0506	0430			MI					200511		
AG00060	BATNA		DABT	N	WGE	WGE	N35450758	35.752106	E006183092	6.308589	02697	A	E000280 0506	0422			UN					200608		
AG00062	ILLIZI		DA	DA10	WGE	WGE	N26342484	26.573567	E008290116	8.483656	01778	D	E000240 0506	0540			CI					200405		
AG03193	SOUMMAM		DAAE	N	WGE	WGE	N36424319	36.711997	E005041172	5.069922	00020	A	E000133 0506	0345			CI					200608		
AG10462	ANNABA		DABB	N	WGE	WGE	N36492001	36.822225	E007483300	7.809167	00016	A	E000474 0506	0345			CI					200113		
AG12605	ZENATA		DAON	N	WGE	WGE	N35010000	35.016667	W001270000	-1.450000	00814	A	W001231 0506	0421			CI					200304		
AG14643	TISKA		DAAJ	N	WGE	WGE	N24173396	24.292767	E009270880	9.452444	03176	A	E000221 0506	0540	Y		CI					200304		
AG16901	BECHAR		DAOR	N	WGE	WGE	N31384468	31.645744	W002161150	-2.269861	02661	B	W001385 0506	0453	Y		ML					200313		
AG17978	BOUFARIK		DAAK	N	WGE	WGE	N36324500	36.545834	E002523400	2.876111	00335	C	W000168 0506	0346			MI					200606		
AG23554	HAMAGUIR		DA	DA11	WGE	WGE	N30524441	30.879003	W003040389	-3.067747	02454	D	W001530 0506	0453			MI					200607		
AG27206	TAMANRASSET		DAAT	N	WGE	WGE	N22484126	22.811461	E005270387	5.451075	04518	A	W000265 0506	0572			CI					200608		
AG28442	ILLIZI TAKHAMALT		DAAP	N	WGE	WGE	N26432473	26.723536	E008372155	8.622653	01778	D	E000261 0506	0540			CI					200403		
AG29202	BOU SFER		DAOE	N	WGE	WGE	N35440740	35.735389	W000481940	-0.805389	00187	C	W001127 0506	0421	Y		MI					200111		
AG29602	EL ABIODH SIDI CHEIKH		DA	DA12	WGE	WGE	N32535470	32.898529	E000312890	0.524694	02965	D	W000532 0506	0421			CI					200606		
AG30555	LAGHOUAT		DAUL	N	WGE	WGE	N33455178	33.764383	E002554204	2.928344	02510	C	W000179 0506	0421			MI					200604		
AG30577	OUARGLA		DAUU	N	WGE	WGE	N31550200	31.917223	E005244600	5.412778	00492	B	E000102 0506	0452	Y		ML					200203		
AG32594	HASSI R MEL		DAFH	N	WGE	WGE	N32554955	32.930431	E003184155	3.311542	02540	D	W000140 0506	0421			CI					200404		
AG33600	TAFARAOUI		DAOL	N	WGE	WGE	N35323280	35.542444	W000315620	-0.532278	00367	C	W001083 0506	0421			MI					200111		
AG42199	ECH CHELIFF		DAOI	N	WGE	WGE	N36124557	36.212658	E001195439	1.331775	00463	D	W000394 0506	0346			MI					200202		
AG42693	BOU CHEKIF		DAOB	N	WGE	WGE	N35202809	35.341136	E001274733	1.463147	03245	A	W000376 0506	0421			CI					200607		
AG42788	TOUAT CHEIKH SIDI MOHAMED BELKEBIR		DAUA	N	WGE	WGE	N27501532	27.837589	W000111109	-0.186414	00919	A	W001151 0506	0539			CI					200607		
AG47849	TINFOUCHY		DA	DA13	WGE	WGE	N28524556	28.879322	W005492244	-5.822900	01804	D	W002457 0506	0453			MI					200405		
AG51688	RELIZANE		DAAZ	N	WGE	WGE	N35450806	35.752239	E000373458	0.626272	00282	D	W000501 0506	0421			CI					200111		
AG53963	TIMIMOUN		DAUT	N	WGE	WGE	N29141363	29.237119	E000163372	0.276033	01027	D	W001040 0506	0452			CI					200304		
AG53997	TINDOUF		DAOF	N	WGE	WGE	N27420134	27.700372	W008100157	-8.167103	01453	C	W003338 0506	0537			MI					200510		
AG56340	BISKRA		DAUB	N	WGE	WGE	N34473584	34.793289	E005441763	5.738231	00289	A	E000198 0506	0422	Y		CI					200111		
AG58525	MOSTAGANEM		DA	DA14	WGE	WGE	N35543170	35.908806	E000085778	0.149383	00732	D	W000576 0506	0421			CI					200405		
AG63302	IN AMENAS		DAUZ	N	WGE	WGE	N28030558	28.051550	E009383448	9.642911	01847	A	E000416 0506	0451	Y		CI					200607		
AG64680	HOUARI BOUMEDIENE		DAAG	N	WGE	WGE	N36412765	36.691014	E003125547	3.215408	00082	A	W000119 0506	0346			CI					200503		
AG68480	MOHAMED BOUDIAF INTL		DABC	N	WGE	WGE	N36163370	36.276028	E006371339	6.620386	02265	A	E000324 0506	0345	Y		CI					200304		
AG69802	SIDI BEL ABBES		DAOS	N	WGE	WGE	N35101839	35.171775	W000353579	-0.593275	01614	D	W001092 0506	0421			ML					200112		
AG69864	REGGANE		DAAN	N	WGE	WGE	N26423637	26.710103	E000170833	0.285647	00955	D	W001123 0506	0539			ML					200104		
AG70333	GHRISS		DAOV	N	WGE	WGE	N35122781	35.207725	E000084971	0.147142	01686	D	W000575 0506	0421			CI					200304		
AG72115	SIDI MAHDI		DAUK	N	WGE	WGE	N33040409	33.067803	E006051922	6.088672	00279	D	E000208 0506	0422			CI					200310		
AG74167	CHEIKH LARBI TEBESSI		DABS	N	WGE	WGE	N35255380	35.431611	E008071458	8.120717	02661	A	E000487 0506	0422			CI					200304		
AG75759	AIN OUSSERA		DAAQ	N	WGE	WGE	N35313149	35.525414	E002524337	2.878714	02132	C	W000171 0506	0421			MI					200606		
AG76660	OUED IRARA		DAUH	N	WGE	WGE	N31402270	31.672972	E006082560	6.140444	00463	A	E000181 0506	0451	Y		CI					200412		
AG76755	GUEMAR		DAUO	N	WGE	WGE	N33304103	33.511397	E006463646	6.776794	00203	D	E000298 0506	0422			CI					200403		
AG77314	ES SENIA		DAOO	N	WGE	WGE	N35372589	35.623858	W000371626	-0.621183	00295	A	W001097 0506	0421			CI					200607		
AG83343	BLIDA		DAAB	N	WGE	WGE	N36301301	36.503613	E002485100	2.814167	00535	C	W000177 0506	0346			MI					200607		
AG85161	NOUMERAT		DAUG	N	WGE	WGE	N32230278	32.384106	E003473881	3.794114	01512	A	W000087 0506	0421	Y		CI					200508		
AG86488	BOU SAADA		DAAD	N	WGE	WGE	N35195700	35.332500	E004122300	4.206389	01506	D	E000009 0506	0422			CI					200609		
AG87342	JIJEL		DAAV	N	WGE	WGE	N36474249	36.795136	E005522499	5.873608	00036	D	E000237 0506	0345			CI					200609		
AG93130	IN SALAH		DAUI	N	WGE	WGE	N27150368	27.251022	E002304326	2.512017	00896	A	W000401 0506	0539	Y		CI					200609		
AG94193	SAIDA		DA	DA15	WGE	WGE	N34534990	34.897194	E000090610	0.151694	02444	D	W000575 0506	0421			CI					200405		
AG96833	TINDOUF EAST		DA	DA16	WGE	WGE	N27350932	27.585922	W007300041	-7.500114	01425	D	W003211 0506	0537			ML					200405		
AG99976	EL GOLEA		DAUE	N	WGE	WGE	N30341666	30.571294	E002513451	2.859586	01306	A	W000249 0506	0452	Y		CI					200304		
AG99981	MECHERIA		DAAY	N	WGE	WGE	N33320907	33.535853	W000143247	-0.242353	03855	C	W001043 0506	0421			MI					200110		
AJ00001	GYANDZHA		UBBG	N	U	WGE	N40441564	40.737678	E046190329	46.317581	01083	A	E005316 0506	0325			CI					200608		
AJ00004	LENKORAN		UB	UB10	WGE	WGE	N38444719	38.746442	E048490494	48.818039	00030	D	E004584 0506	0339			CI					200608		
AJ00006	DOLLYAR		UB	UG11	WGE	WGE	N40531544	40.887622	E045572525	45.957014	01099	C	E005337 0506	0325			MI					200608		
AJ00009	NASOSNAYA		UB	UB12	WGE	WGE	N40352969	40.591581	E049332678	49.557439	-0013	C	E005307 0506	0325			MI					200608		
AJ00010	STEPANAKERT		UB	UB13	WGE	WGE	N39540518	39.901439	E046471331	46.787031	02001	D	E005179 0506	0339			MI					200608		
AJ00011	KYURDAMIR		UB	UB14	WGE	WGE	N40162492	40.273589	E048094884	48.163567	-0035	C	E005248 0506	0325			MI					200608		
AJ00013	NAKHCHIVAN		UBBN	UB15	WGE	WGE	N39111970	39.188806	E045273039	45.458442	02863	B	E005060 0506	0340			ML					200608		
AJ00014	BELOKANY		UB	UB16	U	WGE	N41451222	41.753394	E046211904	46.355289	00935	D	E005493 0506	0325			CI					200609		
AJ00016	BAKU KALA		UB	UB18	WGE	WGE	N40242359	40.406553	E050120071	50.200197	00040	C	E005270 0506	0325			MI					200608		
AJ41498	HEYDAR ALIYEV		UBBB	N	U	WGE	N40280300	40.467500	E050024800	50.046667	00010	A	E005282 0506	0325			CI					200608		
AL00001	TIRANA RINAS		LATI	N	WGE	WGE	N41245307	41.414742	E019431402	19.720561	00126	B	E003022 0506	0322	Y		ML					200512	Y	Y
AL00002	KUCOVA		LAKV	N	WGE	WGE	N40461880	40.771889	E019540680	19.901890	00135	C	E003010 0506	0322			MI					200513		
AL00003	GJADER		LAGJ	N	WGE	WGE	N41534280	41.895222	E019355524	19.598678	00023	D	E003032 0506	0322			MI					200513		
AL00005	VLORA		LAVL	N	WGE	WGE	N40283378	40.476050	E019282704	19.474178	00003	D	E002557 0506	0322			MI					200312		
AL00010	KORCE NORTHWEST		LAKO	N	WGE	WGE	N40384436	40.645656	E020442935	20.741486	00665	D	E003080 0506	0322			CI					200510		
AL00011	GJIROKASTER		LA	LA10	WGE	WGE	N40051440	40.087333	E020091100	20.153056	00666	D	E003001 0506	0322			CI					200510		
AM00002	KALININO		UD	UD19	WGE	WGE	N41025904	41.049733	E044204100	44.344722	04846	D	E005334 0506	0325			CI					200609		
AM00003	EREBUNI		UDYE	UD20	WGE	WGE	N40071961	40.122114	E044275397	44.464992	02948	B	E005192 0506	0325			ML					200608		
AM00004	STEPANAVAN		UDLS	N	WGE	WGE	N41025442	41.048450	E044201382	44.337172	04836	A	E005334 0506	0325			CI					200607		
AM00005	YEREVAN YEGVARD		UD	UD21	WGE	WGE	N40173870	40.294083	E044335241	44.564558	04416	D	E005219 0506	0325			CI					200608		
AM65746	ZVARTNOTS		UDYZ	N	WGE	WGE	N40085019	40.147275	E044234517	44.395881	02838	A	E005195 0506	0325			CI					200608		
AM65747	GYUMRI		UDSG	N	WGE	WGE	N40450133	40.750369	E043513363	43.859342	05000	A	E005277 0506	0325			CI					200608		
AO02223	MBANZA CONGO		FNBC	N	WGE	WGE	S06161163	-6.269897	E014144929	14.247025	01860	D	W004096 0506	1027			CI					200505		
AO07134	SOYO		FNSO	N	WGE	WGE	S06082791	-6.141086	E012221835	12.371764	00015	D	W004452 0506	1027			CI					200505		Y
AO07407	MENONGUE		FNME	N	WGE	WGE	S14392730	-14.657583	E017431140	17.719833	04469	D	W006553 0506	1151			CI					200505		
AO11843	LUENA		FNUE	N	WGE	WGE	S11460511	-11.768086	E019535162	19.897672	04360	D	W004399 0506	1056			CI					200202		
AO12562	UIGE		FNUG	N	WGE	WGE	S07361104	-7.603067	E015014016	15.027822	02720	D	W004237 0506	1027			CI					200505		
AO22547	PORTO AMBOIM		FNPA	N	WGE	WGE	S10431904	-10.721956	E013455590	13.765528	00016	D	W006127 0506	1057			CI					200506		Y
AO24458	CABINDA		FNCA	N	WGE	WGE	S05354917	-5.596992	E012111807	12.188353	00066	A	W004367 0506	1027			CI					200505		Y
AO34501	LUZAMBA		FNLZ	N	WGE	WGE	S09065744	-9.115956	E018025764	18.049344	02904	D	W004007 0506	1056			CI					200604		
AO37232	NEGAGE		FNNG	N	WGE	WGE	S07451622	-7.754506	E015171582	15.287728	04105	D	W004219 0506	1027			MI					200509		
AO44387	XANGONGO		FNXA	N	WGE	WGE	S16451950	-16.755417	E014575524	14.965344	03635	D	W009179 0506	1179			CI					200510		
AO47362	NAMIBE		FNMO	N	ARF	WGE	S15154040	-15.261222	E012084832	12.146756	00210	D	W009289 0506	1150	Y		ML					200605		Y
AO48521	LUANDA 4 DE FEVEREIRO		FNLU	N	ARF	WGE	S08513015	-8.858375	E013135224	13.231178	00243	B	W005331 0506	1057	Y		ML					200604		Y
AO48917	DUNDO		FNDU	N	ARF	WGE	S07240321	-7.400892	E020490653	20.818481	02451	D	W002369 0506	1028			CI					200605		
AO53493	LOBITO		FNLB	N	WGE	WGE	S12221644	-12.371233	E013321185	13.536625	00010	C	W007094 0506	1150			MI					200602		Y
AO56820	MALANJE		FNMA	N	WGE	WGE	S09313031	-9.525086	E016184466	16.312406	03868	D	W004444 0506	1057			CI					200510		
AO61048	BENGUELA		FNBG	N	ARF	WGE	S12363249	-12.609025	E013241336	13.403711	00118	D	W007205 0506	1150	Y		CI					200604		Y
AO66547	HUAMBO		FNHU	N	WGE	WGE	S12483196	-12.808878	E015453797	15.760547	05587	D	W006320 0506	1151			CI					200601		
AO73912	NGIVA		FNGI	N	WGE	WGE	S17023647	-17.043464	E015410176	15.683822	03566	D	W009137 0506	1179			CI					200504		
AO74616	KUITO		FNKU	N	ARF	WGE	S12241668	-12.404633	E016565069	16.947414	05618	D	W005537 0506	1151			CI					200607		
AO76278	LUBANGO		FNUB	N	WGE	WGE	S14552904	-14.924733	E013343008	13.575022	05778	A	W008388 0506	1150			CI					200506		
AO76705	MATALA		FN	FN18	WGE	WGE	S14433917	-14.727547	E015005042	15.014006	04120	D	W007562 0506	1151			MI					200405		
AO91234	CABO LEDO		FN	FN19	WGE	WGE	S09391098	-9.653050	E013153834	13.260650	00360	D	W005539 0506	1057			MI					200405		
AO99382	SAURIMO		FNSA	N	WGE	WGE	S09412064	-9.689067	E020255475	20.431875	03584	A	W003347 0506	1056			CI					200505		
AO99419	NZAGI		FNZG	N	WGE	WGE	S07430100	-7.716944	E021212940	21.358166	02431	D	W002358 0506	1028			CI					200510		
AO99460	SUMBE		FNSU	N	WGE	WGE	S11100452	-11.167922	E013505116	13.847544	00036	D	W006241 0506	1057			CI					200510		Y
AQ90020	PAGO PAGO INTL		NSTU	PPG	WGE	WGE	S14195160	-14.331000	W170423780	-170.710500	00032	A	E011330 0506	1119	Y		CI					200608	Y	Y
AQ90023	FITIUTA		NSFQ	FAQ	WGE	WGE	S14130204	-14.217233	W169253162	-169.425450	00110	D	E011311 0506	1119			CI					200605		Y
AR00006	ESTANCIA DON PANOS		SA	SA10	WGE	WGE	S26174534	-26.295928	W059320712	-59.535311	00262	D	W010001 0506	1315			PV					200513		
AR00010	CAMPO ARENAL		SA	SA11	WGE	WGE	S27042022	-27.072283	W066350996	-66.586100	07622	D	W003197 0506	1316			PV					200605		
AR00012	TERMAL		SARS	N	WGE	WGE	S26452347	-26.756519	W060293517	-60.493103	00307	D	W008590 0506	1315			CI					200605		
AR00015	USHUAIA MALVINAS ARGENTINAS		SAWH	N	WGE	WGE	S54503580	-54.843278	W068174470	-68.295750	00071	A	E013103 0506	1668	Y		CI					200510		
AR00020	VALLE DEL CONLARA		SAOS	SRC	WGE	WGE	S32230481	-32.384669	W065111148	-65.186522	02021	D	W002057 0506	1435			CI					200513		
AR00078	CURUZU CUATIA		SATU	N	WGE	WGE	S29461400	-29.770555	W057584400	-57.978889	00229	D	W009560 0806	1383			CI					200609		
AR00084	QUEMU QUEMU		SA	SA12	WGE	WGE	S36033138	-36.058717	W063375261	-63.631281	00327	D	W001337 0506	1491			CI					200405		
AR00107	ESTANCIA LA ESTRELLA		SA	SA13	WGE	WGE	S37333392	-37.559422	W058395762	-58.666006	00456	D	W005112 0506	1492			PV					200513		
AR00217	MIRAMAR		SA	SA14	WGE	WGE	S38133740	-38.227055	W057521099	-57.869720	00043	D	W005287 0506	1492			CI					200405		
AR00267	EL CALAFATE		SAWC	N	WGE	WGE	S50164916	-50.280322	W072031117	-72.053103	00669	D	E013302 0506	1627			CI					200513		
AR00376	PERITO MORENO		SAWP	N	WGE	WGE	S46321648	-46.537911	W070584328	-70.978689	01410	D	E010442 0606	1585			CI					200608		
AR00525	EL PORTON		SA	SA07	WGE	WGE	S37114194	-37.194983	W069363409	-69.609469	02853	D	E004305 0506	1490			PV					200609		
AR00526	SANTA RITA		SA	SA06	WGE	WGE	S35500490	-35.834694	W060090104	-60.150289	00177	D	W004539 0706	1434			PV					200609		
AR00529	CAFAYATE		SA	SA02	WGE	WGE	S26032186	-26.056072	W065561272	-65.936867	05375	D	W004215 0506	1316			PV					200607		
AR01214	OLAVARRIA		SAZF	N	WGE	WGE	S36532414	-36.890039	W060125983	-60.216619	00551	D	W004122 0506	1492			CI					200605		
AR02065	BOLIVAR		SAZI	N	SAN	WGE	S36111174	-36.186594	W061043492	-61.076367	00308	D	W003499 0506	1491			CI					200606		
AR02371	LA PUNTILLA		SA	SA16	WGE	WGE	S32574613	-32.962814	W068522534	-68.873706	02953	D	E001357 0506	1435			CI					200507		
AR02967	LA QUIACA		SASQ	N	WGE	WGE	S22090200	-22.150556	W065343900	-65.577500	11414	D	W006116 0506	1259			CI					200507		
AR03515	SANTA TERESITA		SAZL	N	WGE	WGE	S36323234	-36.542317	W056431832	-56.721756	00010	D	W007289 0506	1492			CI					200513		
AR05592	CHOS MALAL		SAHC	N	WGE	WGE	S37264089	-37.444692	W070132089	-70.222469	02788	D	E005109 0506	1490			CI					200605		
AR06142	GENERAL ROCA		SAHR	N	WGE	WGE	S39000242	-39.000672	W067371385	-67.620514	00853	D	E003445 0506	1491	Y		CI					200513		
AR06176	GENERAL URQUIZA		SAAP	N	WGE	WGE	S31474120	-31.794778	W060284930	-60.480361	00243	B	W006438 0506	1382	Y		ML					200508		
AR06442	TINOGASTA		SANI	N	WGE	WGE	S28021590	-28.037750	W067344913	-67.580314	03968	D	W001593 0506	1381			PV					200507		
AR08227	JUJUY		SASJ	N	WGE	WGE	S24233400	-24.392778	W065055200	-65.097778	03019	A	W005475 0506	1316	Y		CI					200607		
AR08294	RIO CUARTO AEROCLUB		SA	SA17	WGE	WGE	S33093810	-33.160583	W064201749	-64.338192	01424	D	W002288 0506	1435			CI					200405		
AR09073	RECONQUISTA		SATR	N	WGE	WGE	S29123700	-29.210278	W059404800	-59.680000	00161	D	W008399 0506	1383			CI					200507		
AR10608	LONCOPUE		SA	SA18	WGE	WGE	S38045800	-38.082778	W070400400	-70.667778	03627	D	E005549 0506	1490			CI					200507		
AR13909	JUNIN		SAAJ	N	WGE	WGE	S34324520	-34.545889	W060555000	-60.930556	00262	D	W004530 0506	1434			CI					200513		
AR14963	CHAMICAL		SACT	N	WGE	WGE	S30204300	-30.345278	W066173700	-66.293610	01503	D	W002051 0506	1381			CI					200513		
AR15469	COMODORO PIERRESTEGUI		SAAC	N	WGE	WGE	S31174900	-31.296944	W057594787	-57.996631	00112	D	W009107 0506	1383			CI					200605		
AR15586	EL PLUMERILLO		SAME	N	WGE	WGE	S32495418	-32.831717	W068473428	-68.792856	02310	B	E001273 0506	1435	Y		ML					200607		
AR16072	EL TEHUELCHE		SAVY	N	WGE	WGE	S42453298	-42.759161	W065060981	-65.102725	00426	D	E003422 0506	1537			CI					200513		
AR16941	CORONEL SUAREZ		SAZC	N	WGE	WGE	S37264600	-37.446111	W061532147	-61.889297	00768	D	W002217 0506	1491			CI					200601		
AR17474	VILLA REYNOLDS		SAOR	N	WGE	WGE	S33433052	-33.725144	W065224111	-65.378086	01591	B	W001145 0706	1435			ML					200609		
AR17678	RIO GRANDE		SAWE	N	WGE	WGE	S53463960	-53.777667	W067445780	-67.749389	00065	B	E012119 0506	1668			ML					200510		
AR17815	LOMA LA LATA		SA	SA20	WGE	WGE	S38244960	-38.413778	W068441430	-68.737306	01329	D	E004244 0506	1490			PV					200405		
AR17866	AMBROSIO L V TARAVELLA		SACO	N	WGE	WGE	S31192503	-31.323619	W064122863	-64.207953	01604	A	W003323 0506	1382	Y		CI					200510		
AR18278	GOBERNADOR CASTELLO		SAVV	N	WGE	WGE	S40520920	-40.869222	W063000140	-63.000389	00020	D	E000420 0506	1537	Y		CI					200513		
AR18331	VEINTICINCO DE MAYO		SA	SA21	WGE	WGE	S37483523	-37.809786	W067393362	-67.659339	01138	D	E003065 0506	1491			CI					200512		
AR18834	SAN JUAN		SANU	N	WGE	WGE	S31341730	-31.571472	W068250550	-68.418194	01959	D	E000284 0506	1381			CI					200513		
AR19562	SANTA VICTORIA		SA	SA22	WGE	WGE	S22170867	-22.285742	W062424942	-62.713728	00918	D	W008406 0506	1259			PV					200601		
AR20031	MORON		SADM	N	WGE	WGE	S34403474	-34.676317	W058383392	-58.642756	00095	B	W006521 0506	1434	Y		ML					200512		
AR20512	APOSTOLES		SA	SA23	WGE	WGE	S27541167	-27.903242	W055455585	-55.765514	00581	D	W012318 0506	1314			CI					200405		
AR21041	CALILEGUA		SA	SA24	WGE	WGE	S23465584	-23.782178	W064450240	-64.750667	01449	D	W006222 0706	1259			PV					200605		
AR21785	ALMIRANTE ZAR		SAVT	N	WGE	WGE	S43123780	-43.210500	W065161315	-65.270319	00141	B	E004072 0506	1537			ML					200603		
AR23316	CANADON SECO		SA	SA25	WGE	WGE	S46322051	-46.539031	W067334986	-67.563850	00295	D	E008002 0506	1586			PV					200513		
AR23763	BELLA VISTA		SA	SA26	WGE	WGE	S28313440	-28.526222	W059021870	-59.038528	00180	D	W009316 0506	1383			CI					200605		
AR24555	CAP D OMAR DARIO GERARDI		SACA	N	WGE	WGE	S31263093	-31.441925	W064152961	-64.258225	01594	C	W003260 0506	1382			MI					200513		
AR24649	RIO GALLEGOS		SAWG	N	WGE	WGE	S51363195	-51.608875	W069184549	-69.312636	00061	B	E012100 0506	1627			ML					200607		
AR25841	MAR DEL PLATA		SAZM	N	WGE	WGE	S37560300	-37.934167	W057342400	-57.573333	00071	B	W005549 0506	1492	Y		ML					200601		
AR26262	FORMOSA		SARF	N	WGE	WGE	S26124580	-26.212722	W058134120	-58.228111	00194	D	W011089 0506	1315			CI					200603		
AR27439	COMANDANTE ESPORA		SAZB	N	WGE	WGE	S38432988	-38.724967	W062100954	-62.169317	00246	B	W001209 0506	1491			ML					200608		
AR28505	COMODORO P ZANNI		SAZP	N	WGE	WGE	S35504053	-35.844592	W061512719	-61.857553	00278	D	W003188 0506	1434			CI					200604		
AR28581	CUTRALCO		SAZW	N	WGE	WGE	S38562286	-38.939683	W069155271	-69.264642	02133	D	E005098 0506	1490			CI					200513		
AR30950	GENERAL ENRIQUE MOSCONI		SAST	N	WGE	WGE	S22370900	-22.619167	W063473548	-63.793189	01473	D	W007386 0706	1259			CI					200609		
AR31110	TANDIL		SAZT	N	WGE	WGE	S37141461	-37.237392	W059134052	-59.227922	00574	B	W004529 0506	1492	Y		ML					200513		
AR33085	RIO CUARTO AREA DE MATERIAL		SAOC	N	WGE	WGE	S33050646	-33.085128	W064154073	-64.261314	01381	B	W002355 0506	1435	Y		ML					200513		
AR33829	MONTE CASEROS		SARM	N	WGE	WGE	S30161892	-30.271922	W057382483	-57.640231	00174	D	W009579 0506	1383			CI					200513		
AR34601	NECOCHEA		SAZO	N	WGE	WGE	S38285900	-38.483056	W058490200	-58.817222	00072	D	W004295 0506	1492			CI					200507		
AR35687	AVIADOR C CAMPOS		SAZY	N	WGE	WGE	S40043138	-40.075383	W071081426	-71.137294	02569	D	E007239 0506	1538			CI					200605		
AR35895	NANCO LAUQUEN		SA	SA28	WGE	WGE	S35581735	-35.971486	W062462071	-62.772419	00302	D	W002241 0506	1435			CI					200601		
AR38055	CHOELE CHOEL		SA	SA29	WGE	WGE	S39171112	-39.286422	W065363717	-65.610325	00643	D	E002060 0506	1491			CI					200513		
AR38330	COLONIA CATRIEL		SA	SA30	WGE	WGE	S37543666	-37.910183	W067500589	-67.834969	01026	D	E003193 0506	1491			CI					200605		
AR42574	EL BOLSON		SAVB	N	WGE	WGE	S41563548	-41.943189	W071315624	-71.532289	01131	D	E008442 0506	1538			CI					200508		
