ARPT_IDENT	HIGH_IDENT	LOW_IDENT	HIGH_HDG	LOW_HDG	LENGTH	RWY_WIDTH	SURFACE	PCN	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HE_TDZE	HE_DT	HE_DT_ELEV	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	HLGT_SYS_4	HLGT_SYS_5	HLGT_SYS_6	HLGT_SYS_7	HLGT_SYS_8	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LE_TDZE	LE_DT	LE_DT_ELEV	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	LLGT_SYS_4	LLGT_SYS_5	LLGT_SYS_6	LLGT_SYS_7	LLGT_SYS_8	HE_TRUE_HDG	LE_TRUE_HDG	CLD_RWY	HELAND_DIS	HE_TAKEOFF	LELAND_DIS	LE_TAKEOFF	CYCLE_DATE
IN44492	29	11	293.0	113.0	03015	00075	ASP		N24120115	24.200319	E086173822	86.293950	U	U	U		U									N24121276	24.203544	E086170809	86.285581	U	U	U		U									292.8	112.8		03015	03015	03015	03015	200603
IN45937	27	09	265.0	85.0	06358	00150	ASP		N21053482	21.093006	E079032145	79.055958	988.0	0.4	U		U									N21052864	21.091289	E079021441	79.037336	1014.0	-0.4	U	0053	U									264.3	84.3		06358	06358	06305	06358	200305
IN45937	32	14	324.0	144.0	10500	00150	ASP	055FAWT	N21050871	21.085753	E079030818	79.052272	1007.0	0.2	U		U	03	05	09	11	50				N21063248	21.109022	E079020180	79.033833	1033.0	-0.2	U		U	03	05	09	12	50				323.4	143.4		10500	10700	10500	10610	200411
IN45986	26	08	260.0	80.0	11345	00148	ASP		N15230191	15.383864	E073504999	73.847219	184.0	-0.6	U		U	05	11	50						N15224009	15.377803	E073485625	73.815625	112.0	0.6	U		U	05	50							258.8	78.8		11345	12018	11345	11725	200511
IN48314	33	15	326.0	146.0	03630	00070	ASP		N25291332	25.487033	E078334129	78.561469	U	U	U		U									N25294313	25.495314	E078331936	78.555378	U	U	U		U									326.3	146.3		03630	04060	03630	03790	200413
IN48699	33	15	329.0	149.0	04185	00055	ASP		N21342921	21.574781	E084003225	84.008958	U	U	U		U									N21350444	21.584567	E084000898	84.002494	U	U	U		U									328.3	148.3		04185	04185	04185	04185	200406
IN49153	31	13	311.0	131.0	05300	00100	ASP		N23381935	23.638708	E086091764	86.154900	U	U	U		U									N23385377	23.648269	E086083434	86.142872	U	U	U		U									310.8	130.8		05300	05380	05300	05380	200603
IN50060	27	09	268.5	88.5	05990	00148	ASP	022FCWT	N09500619	9.835053	E078060610	78.101694	426.0	0.6	U	0203	U	05	50							N09500226	9.833961	E078050623	78.085064	461.0	-0.6	U		U	05	50							266.2	86.2		05787	06180	05990	06180	200502
IN50060	31	13	304.2	124.2	04603	00148	CON		N09495778	9.832717	E078053404	78.092789	U	U	U		U									N09502597	9.840547	E078045548	78.082078	U	U	U		U									306.5	126.5	C	04603	04603	04603	04603	200206
IN50232	27	09	269.0	89.0	05050	00100	ASP		N16323446	16.542906	E079193329	79.325914	U	U	U		U									N16323264	16.542400	E079184145	79.311514	U	U	U		U									267.9	87.9		05050	05050	05050	05050	200504
IN51283	26	08	263.0	83.0	07500	00148	ASP	031FCYU	N13380248	13.634022	E079331335	79.553708	332.0	0.2	U		U	12	50							N13375147	13.630964	E079315808	79.532800	350.0	-0.2	U		U	12	50							261.0	81.0		07500	07695	07500	07695	200513
IN51361	24	06	244.0	64.0	04800	00150	CON		N25262772	25.441033	E081441305	81.736958	318.0	-0.1	U		U	06								N25260725	25.435347	E081432614	81.723928	315.0	0.1	U		U	06								244.0	64.0		04800	04800	04800	04800	200604
IN51361	30	12	299.0	119.0	08110	00150	ASP		N25255836	25.432878	E081445151	81.747642	322.0	0.0	U	0500	U	06	43							N25263683	25.443564	E081433384	81.726067	318.0	0.0	U		U	06	43							299.0	119.0		07610	08110	08110	08110	200604
IN52418	36	18	353.0	173.0	03895	00098	ASP		N25081025	25.136181	E074364382	74.612172	U	U	U		U									N25084853	25.146814	E074363864	74.610733	U	U	U		U									353.0	173.0		03895	03895	03895	03895	200604
IN52422	29	11	290.0	110.0	03600	00049	ASP		N14303035	14.508431	E078463918	78.777550	U	U	U		U									N14304137	14.511492	E078460521	78.768114	U	U	U		U									288.4	108.4		03600	03600	03600	03600	200208
IN52509	24	06	235.0	55.0	03420	00148	BIT	050FBWT	N23172591	23.290531	E077204587	77.346075	U	U	U	0427	U	55								N23170657	23.285158	E077201578	77.337717	U	U	U	0427	U	55								235.2	55.2		02993	04475	02993	04700	200511
IN52509	30	12	298.0	118.0	06700	00148	ASP	050FCXU	N23165809	23.282803	E077203018	77.341717	1709.0	0.1	1716.0		U	05	13	50						N23172896	23.291378	E077192635	77.323986	1713.0	-0.1	U		U	05	13	50						297.6	117.6		06700	06882	06700	06900	200511
IN52686	21	03	207.0	27.0	03300	00100	ASP		N24184406	24.312239	E092003374	92.009372	90.0	0.1	U		U									N24181492	24.304144	E092001778	92.004939	93.0	-0.1	U		U									206.7	26.7		03300	03300	03300	03300	200603
IN52813	23	05	229.0	49.0	08990	00148	ASP		N29234440	29.395667	E073545334	73.914817	U	U	U		U	07	43							N29224759	29.379886	E073533491	73.893031	U	U	U		U	07	43							230.3	50.3		08990	10325	08990	10325	200605
IN53292	23	05	235.0	55.0	05710	00150	ASP		N17065405	17.115014	E081492927	81.824797	151.0	-0.7	U		U									N17062055	17.105708	E081484184	81.811622	112.0	0.7	U		U									233.7	53.7		05710	05710	05710	05710	200605
IN54032	36	18	357.0	177.0	09000	00148	PEM		N32532335	32.889819	E075092354	75.156539	U	U	U		U									N32545240	32.914556	E075092127	75.155908	U	U	U		U									358.8	178.8		09000	10010	09000	09985	200508
IN54796	30	12	298.0	118.0	04800	00098	ASP		N30510542	30.851506	E075573338	75.959272	U	U	834.0	0225	833.0									N30512828	30.857856	E075564527	75.945908	U	U	833.0	0185	833.0									299.0	119.0		04575	04800	04615	04800	200508
IN56683	20	02	201.0	21.0	08914	00140	CON		N09095023	9.163953	E092492608	92.823911	U	U	U		U	06	43							N09082783	9.141064	E092485524	92.815344	U	U	U		U	06	43							200.0	20.0		08914	09809	08914	09809	200512
IN57042	35	17	355.0	175.0	06755	00150	ASP		N32404767	32.679908	E074501662	74.837950	U	U	U	0687	U	06	43							N32415416	32.698378	E074501258	74.836828	U	U	U	0200	U	06								357.0	177.0		06068	06755	06555	06755	200513
IN57190	28R	10L	286.0	106.0	06000	00110	ASP		N26423140	26.708722	E089223014	89.375039	U	U	U		U									N26424754	26.713206	E089212691	89.357475	U	U	U		U									285.9	105.9	C	06000	06000	06000	06000	200603
IN57190	29L	11R	286.0	106.0	09000	00148	PEM		N26414141	26.694836	E089225631	89.382308	U	U	U		U	43								N26420622	26.701728	E089212105	89.355847	U	U	U		U	43								286.2	106.2		09000	10240	09000	10275	200603
IN58371	26	08	261.0	81.0	04010	00100	ASP		N22485047	22.814019	E086102908	86.174744	U	U	U	0470	U									N22484434	22.812317	E086094671	86.162975	U	U	U	0965	U									261.0	81.0		03540	04210	03045	04165	200512
IN58570	30	12	299.0	119.0	04000	00150	ASP		N29103601	29.176669	E075453869	75.760747	U	U	U		U									N29105599	29.182219	E075445973	75.749925	U	U	U		U									300.0	120.0		04000	04000	04000	04000	200508
IN59236	24	06	243.0	63.0	05600	00095	ASP		N19044043	19.077897	E082023843	82.044008	U	U	U		U									N19041474	19.070761	E082014665	82.029625	U	U	U		U									242.4	62.4		05600	05770	05600	05770	200512
IN59910	27	09	272.0	92.0	07205	00145	ASP		N13080751	13.135419	E077365815	77.616153	3039.0	-0.2	U	0515	U	05	43							N13080823	13.135619	E077354526	77.595906	3021.0	0.2	U	1000	U	05	34	43						270.6	90.6		06690	07205	06205	07400	200602
IN61582	27	09	269.0	89.0	04645	00075	BIT		N20574432	20.962311	E075380055	75.633486	U	U	U		U									N20574339	20.962053	E075371154	75.619872	U	U	U		U									268.8	88.8		04645	04645	04645	04645	200603
IN62596	22	04	219.0	39.0	04505	00100	MAC		N27564568	27.946022	E096081991	96.138864	U	U	U		U									N27561115	27.936431	E096074812	96.130033	U	U	U		U									219.0	39.0		04505	04505	04505	04505	200404
IN62833	20	02	200.0	20.0	09002	00150	CON		N25492852	25.824589	E071291333	71.487036	U	U	U		U	43	50							N25480504	25.801400	E071283914	71.477539	U	U	U		U	43	50							200.3	20.3		09002	09102	09002	09102	200603
IN63379	34	16	337.0	157.0	03690	00100	ASP	015FCYT	N31521914	31.871983	E077092342	77.156506	3545.6	0.7	U		U	50								N31525319	31.881442	E077090794	77.152206	3573.0	-0.7	U	0270	U	50								338.8	158.8		03690	03690	03420	03890	200601
IN63568	27	09	269.0	89.0	07713	00148	PEM	054FAWT	N19514718	19.863106	E075243358	75.409328	1884.0	0.4	1893.0		U	05	50							N19514445	19.862347	E075231283	75.386897	1911.0	-0.4	1911.0		U	05	50							267.9	87.9		07713	07903	07713	07913	200604
IN63882	26	08	262.0	82.0	07484	00150	ASP	045FCXT	N24370904	24.619178	E073542614	73.907261	1663.0	0.3	1663.0		U	05	12	50						N24365838	24.616217	E073530579	73.884942	1684.0	-0.3	1681.0	0510	U	05	12	50						262.0	82.0		07484	07709	06974	07699	200603
IN64009	30	12	304.0	124.0	04520	00150	ASP		N28345136	28.580933	E077124145	77.211514	696.0	0.2	U	1530	U									N28351712	28.588089	E077120019	77.200053	705.0	-0.2	U	0260	U									305.0	125.0		02990	04520	04260	04520	200513
IN64041	35	17	352.0	172.0	03260	00075	ASP		N23445697	23.749158	E078512314	78.856428	U	U	U		U									N23452893	23.758036	E078511829	78.855081	U	U	U		U									352.0	172.0		03260	03260	03260	03260	200603
IN64220	28	10	275.0	95.0	08329	00150	ASP		N18345306	18.581406	E073554897	73.930269	U	U	U		U	06	50							N18345839	18.582886	E073542257	73.906269	U	U	U		U	06	50							274.0	94.0		08329	09179	08329	09144	200604
IN64220	32	14	315.0	135.0	05893	00150	ASP		N18342556	18.573767	E073554339	73.928719	U	U	U	0470	U									N18350594	18.584983	E073545912	73.916422	U	U	U	0425	U									314.0	134.0		05423	05893	05468	05893	200604
IN64226	27	09	273.0	93.0	07238	00150	ASP	068FCWT	N25270653	25.451814	E082521335	82.870375	264.0	0.0	U		U	05	50							N25271051	25.452919	E082505497	82.848603	262.0	0.0	U	0764	U	05	12	50						273.0	93.0		07238	07238	06474	07435	200601
IN65649	24	06	241.0	61.0	13460	00155	PEM		N13045084	13.080789	E079422660	79.707389	277.0	-0.2	U	0660	U	50	55							N13034191	13.061642	E079402999	79.674997	256.0	0.2	U	1230	U	50	55							239.0	59.0		12800	13460	12230	14450	200510
IN66814	28	10	280.0	100.0	04135	00055	ASP		N23351940	23.588722	E074190771	74.318808	U	U	U		U									N23352629	23.590636	E074182386	74.306628	U	U	U		U									279.7	99.7		04135	04135	04135	04135	200403
IN67430	30	12	298.0	118.0	03500	00072	ASP		N28500498	28.834717	E076110199	76.183886	U	U	U		U									N28502170	28.839361	E076102749	76.174303	U	U	U		U									299.0	119.0		03500	03500	03500	03500	200508
IN68445	24	06	241.0	61.0	04893	00056	ASP		N14321853	14.538481	E075473616	75.793378	U	U	U		U									N14315393	14.531647	E075465322	75.781450	U	U	U	0125	U									239.5	59.5		04893	04893	04768	04893	200208
IN68741	27	09	276.0	96.0	04115	00100	ASP		N20553355	20.925986	E074443505	74.743069	920.0	0.0	U		U									N20553714	20.926983	E074435182	74.731061	920.0	0.0	U		U									275.0	95.0		04115	04310	04115	04310	200603
IN69079	23	05	226.0	46.0	09000	00148	CON	120FAXT	N27095980	27.166611	E077581689	77.971358	550.0	0.0	U	1000	U	06								N27085790	27.149417	E077570540	77.951500	549.0	0.0	U		U	06	23							225.8	45.8		08000	09900	09000	09026	200502
IN69079	30	12	296.0	116.0	05964	00148	CON	005RCXT	N27091440	27.154000	E077580871	77.969086	551.0	-0.1	U		U	55								N27094020	27.161167	E077570949	77.952636	548.0	0.1	U	0950	U	55								296.1	116.1		05964	05964	05014	06404	200502
IN69125	27	09	269.0	89.0	03000	00100	ASP		N24010970	24.019361	E084055854	84.099594	U	U	U		U									N24010900	24.019167	E084052619	84.090608	U	U	U		U									268.6	88.6		03000	03000	03000	03000	200513
IN69212	23	05	231.0	51.0	04500	00150	ASP		N21191580	21.321056	E070163190	70.275528	161.0	0.1	U		U	53								N21184710	21.313083	E070155500	70.265278	166.0	-0.1	U		U	53								230.3	50.3		04500	04500	04500	04500	200513
IN69879	31	13	311.0	131.0	08855	00148	ASP	045FCXT	N23182450	23.306806	E085195431	85.331753	2075.0	0.8	U		U	05	12	50						N23192111	23.322531	E085184175	85.311597	2146.0	-0.8	U	0948	U	05	12	50						310.2	130.2		08855	08855	07907	08855	200513
IN70836	23	05	232.0	52.0	05260	00095	ASP		N18245773	18.416036	E076281416	76.470600	U	U	U		U									N18242499	18.406942	E076273166	76.458794	U	U	U		U									231.0	51.0		05260	05355	05260	05385	200602
IN71271	24	06	240.0	60.0	09000	00150	ASP		N23134314	23.228650	E068541034	68.902872	U	U	U		U									N23125878	23.216328	E068524673	68.879647	U	U	U		U									240.1	60.1		09000	10300	09000	10300	200603
IN71580	29	11	293.0	113.0	09000	00150	PEM		N26440550	26.734861	E083274460	83.462389	U	U	U		U	06	50							N26444040	26.744556	E083261330	83.437028	U	U	U		U	06	50							293.2	113.1		09000	09730	09000	09730	200603
IN72613	26	08	260.0	80.0	05725	00150	ASP	042RCXU	N16315510	16.531972	E080481751	80.804864	70.0	0.2	U		U	07	09	50						N16314402	16.528894	E080471979	80.788831	82.0	-0.2	U	0984	U	07	09	50						258.7	78.7		05725	05925	04741	05725	200413
IN73136	28	10	285.0	105.0	10000	00145	ASP		N34385510	34.648639	E077233001	77.391669	U	U	U		U									N34392378	34.656606	E077213542	77.359839	U	U	U		U									287.0	107.0		10000	10915	10000	10100	200602
IN73560	28L	10R	281.0	101.0	06800	00150	ASP		N17372395	17.623319	E078245232	78.414533	U	U	U		U									N17373508	17.626411	E078234299	78.395275	U	U	U		U									279.5	99.5		06800	07570	06800	07475	200513
IN73560	28R	10L	281.0	101.0	08250	00150	CON		N17373972	17.627700	E078244853	78.413481	U	U	U		U	06	50							N17375301	17.631392	E078232456	78.390156	U	U	U		U	06	50							279.4	99.4		08250	09250	08250	09245	200513
IN73795	22	04	219.0	39.0	06000	00150	CON		N25423606	25.710017	E091590419	91.984497	2898.0	0.2	2906.0		U									N25415014	25.697261	E091582264	91.972956	2911.0	-0.2	2911.0	1000	U									219.0	39.0		06000	06330	05000	06290	200601
IN74296	26	08	262.0	82.0	02279	00175	ASP		N21553559	21.926553	E078070107	78.116964	U	U	U		U									N21553226	21.925628	E078063713	78.110314	U	U	U		U									261.5	81.5		02279	02279	02279	02279	200205
IN76293	23	05	225.0	45.0	11447	00150	PEM	052FAWT	N23051820	23.088389	E072384780	72.646611	189.0	-0.1	189.0		U	05	11	50						N23035761	23.066003	E072372155	72.622653	180.0	0.1	183.0		U	05	12	50						225.0	45.0		11447	11657	11447	11642	200509
IN76533	31	13	314.0	134.0	12090	00150	ASP		N33583103	33.975286	E074471603	74.787786	5495.0	-0.6	U		U	43	55							N33595637	33.998992	E074453857	74.760714	5427.0	0.6	U		U	43	55							316.0	136.0		12090	12245	12090	12245	200508
IN77304	27	09	270.0	90.0	11302	00148	ASP	101FBWT	N19051996	19.088878	E072525214	72.881150	22.0	-0.1	21.0	1581	U	04	05	09	10	50				N19051832	19.088422	E072505277	72.847992	15.0	0.1	13.0	0465	U	04	05	09	11	50				269.2	89.2		09721	11302	10837	11302	200503
IN77304	32	14	315.0	135.0	09596	00150	ASP	064FBWT	N19044839	19.080108	E072523799	72.877219	26.0	0.1	U	0853	U	09	50							N19055462	19.098506	E072512626	72.857294	37.0	-0.1	U	1338	U	09	12	50						314.2	134.2		08743	09819	08258	09596	200609
IN78752	25	07	248.0	68.0	06300	00150	ASP	040FCWT	N21451964	21.755456	E072113954	72.194317	22.0	0.3	U		U	05	09	38	50					N21445624	21.748956	E072103777	72.177158	38.0	-0.3	U	0855	U	05	09	41	50					247.9	67.9		06300	06610	05445	06595	200513
IN79474	35	17	353.0	173.0	09000	00150	CON		N22193790	22.327194	E087125849	87.216247	200.0	-0.7	U		U	05	43							N22210656	22.351822	E087124589	87.212747	140.0	0.7	U		U	05	43							352.5	172.5		09000	10200	09000	10200	200603
IN79782	27	09	267.0	87.0	10850	00200	ASP	060FAXT	N12570538	12.951494	E077410870	77.685750	2893.0	-0.2	U		U	05	12	50						N12565575	12.948819	E077391996	77.655544	2874.0	0.2	U		U	05	12	50						265.0	85.0		10850	11800	10850	11830	200602
IN80692	22	04	224.0	44.0	09000	00150	CON		N26442545	26.740403	E094110681	94.185225	U	U	U	0125	U	05	43							N26432154	26.722650	E094095706	94.165850	U	U	U	0131	U	05	43							224.0	44.0		08875	09000	08869	09000	200512
IN80694	32	14	319.0	139.0	11148	00150	ASP	065FCWT	N08281594	8.471094	E076555112	76.930867	13.0	0.0	U	0522	U	05	11	50						N08293533	8.493147	E076543371	76.909364	15.0	0.0	U	1332	U	05	50							316.0	136.0		10626	11328	09816	11148	200511
IN82180	23	05	225.0	45.0	09010	00150	ASP		N26430473	26.717981	E092473987	92.794408	U	U	U		U	43	50							N26420106	26.700294	E092463026	92.775072	U	U	U		U	43	50							224.0	44.0		09010	10080	09010	10380	200512
IN82734	28	10	277.0	97.0	04200	00100	ASP		N17170681	17.285225	E074095047	74.164019	U	U	U		U									N17171134	17.286483	E074090757	74.152103	U	U	U		U									276.0	96.0		04200	04200	04200	04200	200602
IN85465	33	15	326.0	146.0	04472	00145	BIT		N17372245	17.622903	E075561865	75.938514	1572.0	0.1	U		U									N17375885	17.633014	E075555220	75.931167	1578.0	-0.1	U		U									325.0	145.0		04472	04472	04472	04472	200302
IN86056	19	01	188.0	8.0	03755	00070	ASP		N23450620	23.751722	E092481257	92.803492	U	U	U		U									N23442933	23.741481	E092480735	92.802042	U	U	U		U									187.0	7.0		03755	03755	03755	03755	200602
IN86910	22	04	223.0	43.0	09000	00150	ASP		N20333161	20.558781	E085534220	85.895056	U	U	U		U	34	43	55						N20322564	20.540456	E085523888	85.877467	U	U	U		U	43	55							222.1	42.1		09000	09500	09000	09500	200603
IN87098	24	06	241.0	61.0	08242	00148	CON		N22280528	22.468133	E070010407	70.017797	64.0	0.1	U		U	06								N22272629	22.457303	E069594708	69.996411	69.0	-0.1	U		U	06	50							241.0	61.0		08242	08382	08242	08324	200603
IN87098	30	12	296.0	116.0	08236	00148	ASP		N22273925	22.460903	E070012111	70.022531	64.0	0.1	U		U									N22281554	22.470983	E070000278	70.000772	69.0	-0.1	U		U									296.0	116.0		08236	08686	08236	08336	200603
IN87162	30	12	302.0	122.0	10500	00150	ASP		N33520681	33.868558	E074592406	74.990017	U	U	U		U	43								N33530491	33.884697	E074574083	74.961342	U	U	U		U	43								304.0	124.0		10500	10965	10500	10965	200411
IN88392	24	06	233.0	53.0	03300	00065	ASP		N24161441	24.270669	E072123008	72.208356	U	U	U		U									N24155472	24.265200	E072120184	72.200511	U	U	U		U									232.7	52.7		03300	03300	03300	03300	200604
IN89126	22	04	225.0	45.0	08100	00150	ASP	030FCXT	N22203882	22.344117	E073140465	73.234625	129.0	-0.1	U		U	05	12	50						N22194156	22.328211	E073130464	73.217956	124.0	0.1	U	0700	U	05	12	50						224.0	44.0		08100	08300	07400	08300	200513
IN90896	36	18	3.0	183.0	03300	00080	ASP		N33222416	33.373378	E074185325	74.314792	U	U	U		U									N33225669	33.382414	E074185647	74.315686	U	U	U		U									4.7	184.7		03300	03300	03300	03300	200512
IN91649	27	09	271.0	91.0	09229	00150	ASP	045FBWT	N28341136	28.569822	E077070106	77.116961	750.0	-0.3	750.0	0499	U	05	11	50						N28341377	28.570492	E077051696	77.088044	722.0	0.3	721.0		U	05	12	50						271.5	91.5		08730	09424	09229	09229	200509
IN91649	28	10	284.0	104.0	12500	00150	ASP	055FBWT	N28333060	28.558500	E077072109	77.122525	777.0	-0.5	777.0		U	04	05	10	50					N28340182	28.567172	E077050539	77.084831	719.0	0.5	723.0		U	04	05	11	50					284.6	104.6		12500	13380	12500	12970	200509
IN92585	28	10	278.0	98.0	09000	00150	CON		N26112776	26.191044	E085554966	85.930461	U	U	U		U									N26114031	26.194531	E085541193	85.903314	U	U	U		U									278.1	98.1		09000	09000	09000	09000	200513
IN93336	25	07	248.0	68.0	06410	00148	ASP	043FDXT	N25354046	25.594572	E085054933	85.097036	U	U	U	0440	169.0	05	12	50						N25351702	25.588061	E085044420	85.078944	U	U	U	0920	169.0	05	12	50						248.3	68.3		05970	07385	05490	06720	200603
IN93342	22	04	215.0	35.0	09009	00148	ASP	055FDXT	N24461250	24.770139	E093541586	93.904406	2540.0	-0.1	U		U	05	09	12	50					N24445915	24.749764	E093532037	93.888992	2535.0	0.1	U		U	05	09	50						214.6	34.6		09009	09204	09009	09209	200602
IN93482	23	05	228.0	48.0	08480	00150	ASP	086FCWT	N11021740	11.038167	E077030673	77.051869	1275.0	0.6	1278.6		U	05	11	50						N11011882	11.021894	E077020562	77.034894	1322.0	-0.6	U		U	05	12	50						226.0	46.0		08480	08665	08480	08665	200609
IN94834	22	04	217.0	37.0	10795	00148	ASP	070FCXT	N11391112	11.653089	E092441917	92.738658	58.0	-0.4	U		U	06								N11374525	11.629236	E092431498	92.720828	11.0	0.4	U	1960	U	03	06	50						216.0	36.0		10795	10795	08835	11255	200512
IN95474	26	08	256.0	76.0	04078	00150	ASP		N25094166	25.161572	E075510581	75.851614	892.0	U	U	0370	U									N25093192	25.158867	E075502273	75.839647	892.0	U	U		U									256.0	76.0		03708	04078	04078	04078	200509
IN96052	23	05	224.0	44.0	09005	00150	PEM		N26153555	26.259875	E073033077	73.058547	690.0	0.3	U		U	05	50							N26143231	26.242308	E073022109	73.039192	717.0	-0.3	U		U	05	50							224.8	44.8		09005	09645	09005	09610	200506
IN96831	32	14	322.0	142.0	04335	00050	ASP		N29352003	29.588897	E080143618	80.243383	U	U	U		U									N29355416	29.598378	E080140621	80.235058	U	U	U		U									322.5	142.5		04335	04335	04335	04335	200406
IN98799	31	13	311.0	131.0	04640	00145	ASP		N09562699	9.940831	E076165255	76.281264	U	U	U	0570	U									N09565588	9.948856	E076161643	76.271231	U	U	U		U									309.0	129.0		04070	04640	04640	04640	200604
IN98799	35	17	349.0	169.0	05960	00145	ASP		N09562193	9.939425	E076162968	76.274911	U	U	U	0340	U	50								N09571954	9.955428	E076161629	76.271192	U	U	U	1070	U									347.0	167.0		05620	05960	04890	05960	200604
IN98896	27	09	268.0	88.0	06115	00150	ASP	040FBWT	N10455935	10.766486	E078432738	78.724272	276.0	0.2	U		U	05	50							N10455465	10.765181	E078422616	78.707267	289.0	-0.2	U	0515	U	05	50							265.6	85.6		06115	06115	05600	06115	200504
IN98896	33	15	331.0	151.0	04776	00150	ASP	015FBWT	N10452701	10.757503	E078425203	78.714453	280.0	-0.1	U		U									N10460772	10.768811	E078422752	78.707644	275.0	0.1	U		U									329.0	149.0	C	04776	04776	04776	04776	200505
IN99627	28	10	285.0	105.0	03990	00090	ASP		N26070372	26.117700	E085191037	85.319547	U	U	U		U									N26071372	26.120478	E085182801	85.307781	U	U	U		U									285.0	105.0		03990	03990	03990	03990	200513
IN99629	20	02	200.0	20.0	06004	00106	ASP		N34315490	34.531917	E076093474	76.159650	U	U	U		U									N34305986	34.516628	E076090780	76.152167	U	U	U		U									202.0	22.0		06004	06219	06004	06199	200207
IN99631	31	13	315.0	135.0	09002	00164	GVL		N32554204	32.928344	E079132361	79.223225	U	U	U		U									N32564723	32.946453	E079121164	79.203233	U	U	U		U									317.0	137.0		09002	09002	09002	09002	200207
IN99640	28	10	284.0	104.0	04395	00080	ASP		N28361244	28.603456	E094074883	94.130231	U	U	U		U									N28362292	28.606367	E094070112	94.116978	U	U	U		U									284.0	104.0		04395	04395	04395	04395	200405
IN99647	28	10	283.0	103.0	04567	00135	BIT		N28061883	28.105231	E075225679	75.382442	U	U	U		U									N28062960	28.108222	E075220726	75.368683	U	U	U		U									284.0	104.0		04567	04567	04567	04567	200412
IN99649	29	11	290.0	110.0	03825	00150	GRE		N28204894	28.346928	E075355715	75.599208	U	U	U		U									N28210200	28.350556	E075351721	75.588114	U	U	U		U									290.3	110.3		03825	03825	03825	03825	200403
IN99650	34	16	335.0	155.0	03068	00078	MAC		N30490292	30.817478	E076533748	76.893744	U	U	U		U									N30493065	30.825181	E076532311	76.889753	U	U	U		U									336.0	156.0		03068	03068	03068	03068	200109
IN99655	32	14	320.0	140.0	03610	00095	BIT		N24253719	24.426997	E074521675	74.871319	U	U	U		U									N24260442	24.434561	E074515167	74.864353	U	U	U		U									319.9	139.9		03610	03610	03610	03610	200510
IN99659	23	05	227.0	47.0	03853	00055	ASP		N27124276	27.211878	E073425649	73.715692	U	U	U		U									N27121675	27.204653	E073422528	73.707022	U	U	U		U									227.0	47.0		03853	03853	03853	03853	200408
IN99660	26	08	261.0	81.0	03736	00049	ASP		N24294218	24.495050	E072471344	72.787067	U	U	U	0197	U									N24293638	24.493439	E072463350	72.775972	U	U	U	0196	U									261.0	81.0		03539	03736	03540	03736	200404
IN99661	29	11	288.0	108.0	04260	00075	ASP		N26264465	26.445736	E082342763	82.574342	U	U	U		U									N26265783	26.449397	E082334310	82.561972	U	U	U		U									288.2	108.2		04260	04260	04260	04260	200508
IN99670	27	09	272.0	92.0	02880	00080	ASP		N26311289	26.520247	E080141433	80.237314	U	U	U		U									N26311405	26.520569	E080134265	80.228514	U	U	U		U									272.3	92.3		02880	02880	02880	02880	200413
IN99671	26	08	264.0	84.0	04027	00150	GRE		N26000226	26.000628	E078160433	78.267869	U	U	U		U									N25595829	25.999525	E078152041	78.255669	U	U	U		U									264.3	84.3		04027	04027	04027	04027	200112
IN99672	32	14	321.0	141.0	02982	00072	ASP		N24390537	24.651492	E077210062	77.350172	U	U	U		U									N24392834	24.657872	E077204029	77.344525	U	U	U		U									321.0	141.0		02982	02982	02982	02982	200413
IN99725	30	12	301.0	121.0	03980	00070	ASP		N27112693	27.190814	E097003232	97.008978	U	U	U		U									N27114675	27.196319	E096595410	96.998361	U	U	U		U									300.0	120.0		03980	03980	03980	03980	200512
IN99749	23	05	225.0	45.0	05625	00150	ASP		N21315435	21.531764	E080174616	80.296156	U	U	U		U									N21311441	21.520669	E080170494	80.284706	U	U	U		U									224.0	44.0		05625	05835	05625	05845	200603
IN99750	35	17	349.0	169.0	05035	00080	ASP		N21585381	21.981614	E082064502	82.112506	U	U	U		U									N21594267	21.995186	E082063406	82.109461	U	U	U		U									348.0	168.0		05035	05035	05035	05035	200603
IN99754	32	14	324.0	144.0	03670	00050	ASP		N23135226	23.231183	E081302527	81.507019	U	U	U		U									N23142139	23.239275	E081300170	81.500472	U	U	U		U									323.0	143.0		03670	03670	03670	04070	200309
IN99761	26	08	257.0	77.0	03753	00075	ASP		N23225738	23.382606	E075015188	75.031078	U	U	U		U									N23224892	23.380256	E075011265	75.020181	U	U	U		U									257.0	77.0		03753	03868	03753	03818	200513
IN99763	23	05	232.0	52.0	05980	00148	ASP		N20430560	20.718222	E070554085	70.928014	U	U	U		U									N20422889	20.708025	E070545137	70.914269	U	U	U		U									231.7	51.7		05980	05980	05980	05980	200603
IN99763	31	13	312.0	132.0	03555	00100	ASP		N20424246	20.711794	E070552642	70.924006	U	U	U		U									N20430578	20.718272	E070545830	70.916194	U	U	U		U									311.0	131.0		03555	03555	03555	03555	200603
