ARPT_IDENT	HIGH_IDENT	LOW_IDENT	HIGH_HDG	LOW_HDG	LENGTH	RWY_WIDTH	SURFACE	PCN	HE_WGS_LAT	HE_WGS_DLAT	HE_WGS_LONG	HE_WGS_DLONG	HE_ELEV	HE_SLOPE	HE_TDZE	HE_DT	HE_DT_ELEV	HLGT_SYS_1	HLGT_SYS_2	HLGT_SYS_3	HLGT_SYS_4	HLGT_SYS_5	HLGT_SYS_6	HLGT_SYS_7	HLGT_SYS_8	LE_WGS_LAT	LE_WGS_DLAT	LE_WGS_LONG	LE_WGS_DLONG	LE_ELEV	LE_SLOPE	LE_TDZE	LE_DT	LE_DT_ELEV	LLGT_SYS_1	LLGT_SYS_2	LLGT_SYS_3	LLGT_SYS_4	LLGT_SYS_5	LLGT_SYS_6	LLGT_SYS_7	LLGT_SYS_8	HE_TRUE_HDG	LE_TRUE_HDG	CLD_RWY	HELAND_DIS	HE_TAKEOFF	LELAND_DIS	LE_TAKEOFF	CYCLE_DATE
US96791	35	17	351.0	171.0	05001	00150	ASP		N39234193	39.394981	W077590019	-77.983386	542.0	0.0	548.0		U	01	06							N39242855	39.407931	W077592134	-77.989261	544.2	0.0	552.0		U	01	06	50						340.6	160.6	C	05001	05001	05001	05001	200602
US96797	23	05	227.3	47.3	05035	00100	ASP		N31151246	31.253461	W082232022	-82.388950	137.0	0.1	138.0		U									N31143561	31.243225	W082235926	-82.399794	141.0	-0.1	141.0		U									222.3	42.3		05035	05035	05035	05035	200601
US96797	31	13	313.3	133.3	03528	00100	ASP		N31145100	31.247500	W082231522	-82.387561	138.0	0.0	142.0	0528	141.8									N31151265	31.253514	W082234711	-82.396419	139.0	0.0	141.0	0500	136.5									308.3	128.3		03000	03528	03028	03528	200601
US96797	36	18	4.2	184.2	06000	00150	ASP		N31142024	31.238956	W082235326	-82.398128	134.0	0.1	141.0		U	01	05	50						N31151961	31.255447	W082235417	-82.398381	140.8	-0.1	141.0		U	01	02	05	08	09	15	50		359.2	179.2		06000	06000	06000	06000	200601
US96799	26	08	262.0	82.0	02700	00075	GVL		N32423901	32.710836	W102435099	-102.730831	U	U	U		U									N32423901	32.710836	W102442198	-102.739439	U	U	U		U									270.0	90.0		02700	02700	02700	02700	200401
US96799	35	17	352.0	172.0	04000	00050	ASP		N32424501	32.712503	W102441799	-102.738331	U	U	U		U									N32432399	32.723331	W102441799	-102.738331	U	U	U		U									360.0	180.0		04000	04000	04000	04000	200401
US96805	23	05	229.0	49.0	05404	00100	ASP		N39264521	39.445892	W083005978	-83.016606	704.2	0.4	716.0		U	01	06	09	50					N39260579	39.434942	W083014625	-83.029514	724.7	-0.4	725.0		U	01	06	09	50					222.4	42.4		05404	05959	05404	05404	200502
US96805	30	12	299.0	119.0	03130	00125	GRS		N39262822	39.441172	W083005966	-83.016572	U	U	U		U									N39264022	39.444506	W083013666	-83.026850	U	U	U	0330	U									292.7	112.7		03130	03130	02800	03130	200205
US96807	19	01	190.0	10.0	04800	00075	ASP		N35562028	35.938967	W088505168	-88.847689	355.4	0.1	357.0		U	06	09	43						N35553338	35.925939	W088510068	-88.850189	358.6	-0.1	359.0		U	06	09	43						188.9	8.9		04800	04800	04800	04800	200104
US96812	22	04	224.0	44.0	07040	00150	ASP		N44153261	44.259058	W121081837	-121.138436	3049.8	0.3	3062.0		U	01	02	05	08	09	15	50		N44145823	44.249508	W121094243	-121.161786	3070.1	-0.3	3071.0		U	01	05	09	43					240.0	60.0		07040	07040	07040	07040	200603
US96812	28	10	286.0	106.0	06998	00100	ASP		N44145560	44.248778	W121081852	-121.138478	3076.9	-0.5	3077.0		U	01	06	09	50					N44153211	44.258919	W121094015	-121.161153	3040.8	0.5	3063.0		U	01	06	09	43					302.0	122.0		06998	06998	06998	06998	200603
US96819	31	13	308.0	128.0	03000	00700	ASP		N29254500	29.429167	W098223300	-98.375833	U	U	U		U									N29260563	29.434897	W098225740	-98.382611	U	U	U		U									314.0	134.0	C	03000	03000	03000	03000	200409
US96819	35	17	354.0	174.0	03000	00700	ASP		N29253800	29.427222	W098224000	-98.377778	674.0	0.0	U		U									N29260700	29.435278	W098224000	-98.377778	674.0	0.0	U		U									360.0	180.0		03000	03000	03000	03000	200409
US96837	28	10	281.0	101.0	05302	00100	ASP		N42063461	42.109614	W077584877	-77.980214	2100.0	0.4	2111.0		U	01	02	05	14	43				N42063396	42.109433	W077595909	-77.999747	2122.0	-0.4	2124.0	0400	2124.0	01	05	09	43					270.0	90.0		05302	05302	04902	05302	200112
US96850	23	05	232.0	52.0	02050	00200	GRS		N44325206	44.547794	W095044179	-95.078275	1018.0	U	U	0175	U									N44324071	44.544642	W095050523	-95.084786	1017.0	U	U	0325	1017.0									236.0	56.0		01875	02050	01725	02050	200310
US96850	30	12	304.0	124.0	04001	00100	ASP		N44323969	44.544358	W095043558	-95.076550	1021.0	-0.1	1023.0		U	01	06	09	50					N44330382	44.551061	W095051933	-95.088703	1016.0	0.1	U		U	01	06	09	50					308.0	128.0		04001	04001	04001	04001	200205
US96981	19	01	196.0	16.0	02360	00115	GRS		N42424490	42.712472	W093545082	-93.914117	U	U	U		U									N42422240	42.706222	W093550081	-93.916892	U	U	U		U									198.1	18.1		02360	02360	02360	02360	200202
US96981	31	13	314.0	134.0	03500	00060	CON		N42422389	42.706636	W093544343	-93.912064	1129.0	0.1	1133.0		U	01	06	09						N42424892	42.713589	W093551578	-93.921050	1131.0	-0.1	1133.0	0129	1130.9	01	06	09						316.4	136.4		03500	03500	03371	03500	200309
US96982	24	06	238.0	58.0	06508	00150	ASP	025FAXT	N61080708	61.135300	W146134852	-146.230144	117.5	-1.2	120.0		U	01	05	09						N61075736	61.132600	W146155953	-146.266536	38.6	1.2	74.9		U	01	02	05	15	50				261.0	81.0		06508	06508	06508	06508	200607
US96986	35	17	351.0	171.0	03550	00050	ASP		N42251700	42.421389	W112063500	-112.109722	4906.0	-0.6	U		U	01	07							N42255200	42.431111	W112063100	-112.108611	4886.0	0.6	U		U	01	07							5.0	185.0		03550	03550	03550	03550	200408
US96998	22	04	220.0	40.0	04500	00070	ASP		N25194849	25.330136	W080161343	-80.270397	U	U	U	0500	U	06								N25191435	25.320653	W080164495	-80.279153	U	U	U		U	06								220.0	40.0		04000	04500	04500	04500	200604
US97003	26	08	258.0	78.0	10000	00150	CON	045RCWT	N37051720	37.088111	W076204091	-76.344697	7.0	0.0	U		U	02	05	09	14	50				N37043953	37.077647	W076223502	-76.376394	8.0	0.0	U		U	02	05	11	50					247.6	67.6		10000	11000	10000	11000	200601
US97016	26	08	265.0	85.0	02100	00050	GRS		N37511110	37.853083	W096171901	-96.288614	1196.0	0.5	U		U									N37511110	37.853083	W096174501	-96.295836	1206.0	-0.5	U		U									270.0	90.0		02100	02100	02100	02100	200302
US97016	36	18	5.0	185.0	03503	00060	ASP		N37504538	37.845939	W096173315	-96.292542	1194.0	0.3	U		U	07								N37511943	37.855397	W096172515	-96.290319	1205.0	-0.3	1206.0		U	07								11.0	191.0		03503	03503	03503	03503	200302
US97077	27	09	266.0	86.0	04003	00075	ASP		N31463708	31.776967	W095415938	-95.699828	388.2	0.9	419.1		U	06								N31463747	31.777075	W095424575	-95.712708	422.9	-0.9	422.9		U	06								270.6	90.6		04003	04003	04003	04003	200406
US97077	36	18	356.0	176.0	05005	00100	ASP		N31462983	31.774953	W095422308	-95.706411	409.8	0.1	414.6		U	06	09							N31471937	31.788714	W095422255	-95.706264	413.4	-0.1	416.2		U	06								0.5	180.5		05005	05005	05005	05005	200406
US97127	36	18	1.0	181.0	04999	00075	ASP		N36110606	36.185017	W094292679	-94.490775	1174.0	0.3	U		U	01	05	50						N36115529	36.198692	W094292113	-94.489203	1190.0	-0.3	1193.0		U	01	05	09	50					5.3	185.3		04999	04999	04999	04999	200411
US97162	36	18	356.0	176.0	05000	00075	CON		N36535766	36.899350	W094004549	-94.012636	1297.6	0.3	U		U	01	06	09	14	50				N36544710	36.913083	W094004636	-94.012878	1313.0	-0.3	U		U	01	06	09	50					359.2	179.2		05000	05000	05000	05000	200512
US97188	34	16	340.0	160.0	04000	00030	ASP		N30160665	30.268513	W103140686	-103.235238	U	U	U		U	01	07							N30164536	30.279267	W103141640	-103.237890	U	U	U		U	01	07							347.9	167.9		04000	04000	04000	04000	200604
US97190	24	06	235.0	55.0	04601	00075	ASP		N48101395	48.170542	W111580445	-111.967903	3525.0	0.4	3535.0		U	01	06	09	50					N48095861	48.166281	W111590833	-111.985647	3545.0	-0.4	3545.0		U	01	06							250.0	70.0		04601	04601	04601	04601	200511
US97190	33	15	330.0	150.0	02800	00100	GRS		N48095093	48.164147	W111582731	-111.974253	U	U	U		U									N48101757	48.171547	W111583829	-111.977303	U	U	U		U									345.0	165.0		02800	02800	02800	02800	200511
US97192	36	18	1.0	181.0	03700	00075	ASP		N30252090	30.422472	W087420295	-87.700819	74.4	-0.3	74.0		U	01	06	45						N30255752	30.432644	W087420295	-87.700819	62.9	0.3	72.0		U	01	06	45						360.0	180.0		03700	03700	03700	03700	200603
US97224	24	06	253.0	73.0	03100	00060	ASP		N39503400	39.842778	W077161001	-77.269447	U	U	U	0542	U	01	06							N39502000	39.838889	W077164401	-77.278892	U	U	U	0167	U	01	06							241.9	61.9		02558	03100	02933	03100	200608
US97251	27	09	274.0	94.0	07000	00100	ASP		N37371534	37.620928	W118493832	-118.827311	7055.7	1.0	7092.0		U	01	06	09	50					N37373781	37.627169	W118510059	-118.850164	7127.9	-1.0	7128.0		U	01	06							289.0	109.0		07000	10000	07000	07000	200603
US97266	31	13	311.0	131.0	04000	00030	ASP		N40122986	40.208294	W104442343	-104.739842	4950.0	-1.3	U		U									N40130014	40.216706	W104445657	-104.749047	4900.0	1.3	U		U									320.0	140.0		04000	04000	04000	04000	200605
US97285	19L	01R	192.0	12.0	02887	00075	ASP		N33405161	33.681003	W117514898	-117.863606	40.1	0.4	50.0		U	06	09	43						N33402638	33.673994	W117520497	-117.868047	52.2	-0.4	50.0		U	06								207.8	27.8		02887	02887	02887	02887	200109
US97285	19R	01L	192.0	12.0	05700	00150	ASP		N33405393	33.681647	W117515421	-117.865058	41.5	0.3	55.0		U	01	02	05	08	15	43			N33400409	33.667803	W117522579	-117.873831	56.0	-0.3	56.0		U	05	43							207.8	27.8		05700	05700	05700	05700	200109
US97293	23	05	232.0	52.0	02080	00100	GRS		N41435789	41.732747	W122323629	-122.543414	2522.0	-0.3	2525.0		U									N41435048	41.730689	W122330188	-122.550522	2516.0	0.3	2520.0		U									249.0	69.0		02080	02080	02080	02080	200307
US97293	32	14	323.0	143.0	03360	00050	ASP		N41433300	41.725833	W122323599	-122.543331	2517.0	0.3	U		U	01	06	43						N41440400	41.734444	W122325100	-122.547500	2527.0	-0.3	U		U	01	06							340.1	160.1		03360	03360	03360	03360	200309
US97332	22	04	217.0	37.0	06200	00150	ASP		N34255690	34.432472	W103041710	-103.071417	4215.0	-0.3	4215.7		U	01	06	43						N34251400	34.420556	W103050998	-103.086106	4197.0	0.3	4204.5	0799	4194.2	01	02	06	08	15	50			225.6	45.6		06200	06200	05401	06200	200606
US97332	26	08	262.0	82.0	02442	00075	GRE		N34251058	34.419606	W103043858	-103.077383	4185.0	0.3	U		U									N34251061	34.419614	W103050835	-103.085653	4192.0	-0.3	U		U									270.1	90.1		02442	02442	02442	02442	200504
US97332	30	12	302.0	122.0	05697	00150	ASP		N34251720	34.421444	W103041598	-103.071106	4187.0	0.5	4202.0		U	01	06	09	45					N34255377	34.431603	W103050771	-103.085475	4215.0	-0.5	4216.0		U	01	06	09						310.5	130.5		05697	05697	05697	05697	200504
US97365	30	12	305.0	125.0	05067	00150	ASP		N40300449	40.501247	W122170776	-122.285489	492.0	0.2	495.0	0498	U	01	06	50						N40304290	40.511917	W122174984	-122.297178	500.0	-0.2	500.0		U	01	06							320.0	140.0		04569	05067	05067	05067	200603
US97365	34	16	345.0	165.0	07003	00150	ASP		N40300400	40.501111	W122174159	-122.294886	491.0	0.2	499.0		U	01	02	05	08	15	50			N40311321	40.520336	W122174147	-122.294853	505.0	-0.2	505.0		U	01	05	09	43					360.0	180.0		07003	07003	07003	07003	200603
US97394	27	09	271.9	91.9	05002	00100	ASP		N32502721	32.840892	W084522747	-84.874297	900.1	0.0	900.0		U	01	06							N32502582	32.840506	W084532607	-84.890575	902.0	U	902.0		U	01	06	43						268.4	88.4		05002	05002	05002	05002	200609
US97446	27	09	274.0	94.0	03030	00060	ASP		N48065370	48.114917	W105103428	-105.176189	2002.4	0.1	2005.0		U	01	06	43						N48070120	48.117000	W105111751	-105.188197	2004.5	-0.1	2005.0		U	01	06							285.0	105.0		03030	03030	03030	03030	200310
US97462	23	05	231.0	51.0	04001	00100	ASP		N31082413	31.140036	W083265682	-83.449117	234.4	U	235.0		U	01	06	50						N31075730	31.132583	W083273067	-83.458519	233.2	U	235.0		U	01	06	50						227.0	47.0		04001	04001	04001	04001	200603
US97462	33	15	330.3	150.3	04000	00100	ASP		N31080530	31.134806	W083265524	-83.448678	234.4	U	235.0	0350	234.2									N31083767	31.143797	W083272172	-83.456033	234.5	U	235.0	0600	234.6									325.0	145.0		03650	04000	03400	04000	200603
US97468	20	02	205.0	25.0	06328	00075	ASP		N36445474	36.748539	W104295686	-104.499128	6352.4	-0.3	6352.0		U	01	06							N36440300	36.734167	W104304053	-104.511258	6332.1	0.3	6346.0		U	01	06	45						214.2	34.2		06328	06568	06328	06328	200606
US97468	25	07	249.0	69.0	04404	00075	ASP		N36443499	36.743053	W104292599	-104.490553	6309.7	0.7	6338.0		U	01	06							N36442565	36.740458	W104301882	-104.505228	6342.0	-0.7	6342.0		U	01	06							257.6	77.6		04404	04404	04404	05004	200606
US97487	35	17	354.0	174.0	03200	00060	ASP		N33344054	33.577928	W098370721	-98.618669	1065.0	U	U		U									N33351220	33.586722	W098370721	-98.618669	U	U	U		U									360.0	180.0		03200	03200	03200	03200	200411
US97501	35	17	356.0	176.0	05999	00150	ASP		N33113293	33.192481	W097115337	-97.198158	627.2	0.2	642.0		U	06	09	43						N33123227	33.208964	W097115206	-97.197794	640.3	-0.2	642.0		U	01	02	06	08	09	15	43		1.1	181.1		05999	05999	05999	05999	200408
US97524	31	13	309.0	129.0	03445	00060	ASP		N29183553	29.309869	W097080430	-97.134528	341.3	0.7	363.0		U	01	06							N29185929	29.316469	W097083221	-97.142281	365.3	-0.7	365.0		U	01	06							314.2	134.2		03445	03445	03445	03445	200507
US97565	20	02	199.0	19.0	03550	00075	ASP		N59274880	59.463556	W135183252	-135.309033	44.0	-0.7	U		U	01	06	09						N59272364	59.456567	W135192024	-135.322289	19.0	0.7	U		U	01	06	09	43					224.0	44.0		03550	03850	03550	03850	200411
US97594	21	03	211.1	31.1	03500	00075	ASP		N34375574	34.632150	W084312023	-84.522286	1486.0	-0.8	U		U	01	06							N34372489	34.623581	W084313926	-84.527572	1458.0	0.8	U		U	01	06							207.0	27.0		03500	03500	03500	03500	200608
US97612	20	02	199.0	19.0	05500	00100	ASP		N34163340	34.275944	W086511962	-86.855450	969.1	-0.6	960.0		U	01	06	50						N34154125	34.261458	W086513826	-86.860628	935.4	0.6	U		U	01	06	50						197.0	17.0		05500	05500	05500	05500	200607
US97615	31C	13C	315.0	135.0	12000	00300	PEM	052FAWT	N33375694	33.632484	W088255706	-88.432517	214.0	-0.2	214.0		U	02	05	11	50					N33391942	33.655394	W088273915	-88.460875	195.0	0.2	197.0		U	02	05	11	50					314.0	134.0		12000	13000	12000	13000	200603
US97615	31L	13R	315.0	135.0	06300	00175	CON	069RBWT	N33382042	33.639006	W088264315	-88.445319	207.0	-0.2	U		U	06	50							N33390242	33.650672	W088273515	-88.459764	192.0	0.2	U		U	06	50							314.0	134.0		06300	07300	06300	07300	200602
US97615	31R	13L	316.0	136.0	08000	00150	PEM	035RBWT	N33382342	33.639839	W088255715	-88.432542	219.0	-0.3	U		U	05	50							N33391942	33.655394	W088270515	-88.451431	195.0	0.3	U		U	05	50							315.0	135.0		08000	09000	08000	09000	200602
US97628	27L	09R	272.0	92.0	04999	00150	ASP		N25383722	25.643672	W080252246	-80.422906	7.9	0.0	8.0		U	05	50							N25383491	25.643031	W080261702	-80.438061	7.9	0.0	8.0		U	01	02	05	08	15	43			267.0	87.0		04999	04999	04999	04999	200605
US97628	27R	09L	272.0	92.0	05001	00150	ASP		N25391179	25.653275	W080252970	-80.424917	7.8	0.0	8.0		U	06	50							N25390949	25.652636	W080262429	-80.440081	7.9	0.0	8.0		U	06	50							267.0	87.0		05001	05001	05001	05001	200605
US97628	31	13	312.0	132.0	04001	00150	ASP		N25383801	25.643892	W080255210	-80.431139	8.0	0.0	8.0		U	06								N25390205	25.650569	W080262685	-80.440792	8.0	0.0	8.0		U	06								307.0	127.0		04001	04001	04001	04001	200605
US97642	23L	05R	233.0	53.0	11997	00200	PEM	055RCWT	N36494759	36.829886	W076012083	-76.022453	21.0	0.0	21.0		U	02	04	05	11	51				N36481962	36.805450	W076025979	-76.049942	18.0	0.0	19.0		U	02	04	05	11	51				222.1	42.1		11997	11997	11997	12997	200413
US97642	23R	05L	233.0	53.0	08001	00150	CON	018RBWT	N36495226	36.831183	W076012720	-76.024222	19.4	0.0	20.0		U	05	51							N36485360	36.814889	W076023318	-76.042550	20.0	0.0	20.0		U	05	51							222.1	42.1		08001	08001	08001	09001	200403
US97642	32L	14R	325.0	145.0	07999	00200	PEM	045RBWT	N36490467	36.817964	W076010809	-76.018914	21.2	0.0	22.0		U	04	05	51						N36495940	36.833167	W076021909	-76.038636	19.3	0.0	21.0		U	04	05	51						313.8	133.8		07999	07999	07999	08999	200504
US97642	32R	14L	324.0	144.0	08000	00150	CON	022RBWT	N36490965	36.819347	W076010213	-76.017258	20.0	0.0	20.0		U	05	51							N36500441	36.834558	W076021414	-76.037261	18.0	0.0	20.0		U	05	51							313.4	133.4		08000	08000	08000	09000	200504
US97655	25	07	251.0	71.0	05300	00060	ASP		N40591318	40.986994	W109400825	-109.668958	U	U	U		U	01	06							N40590652	40.985144	W109411680	-109.688000	6175.0	U	U		U	01	06							262.7	82.7		05300	05300	05300	05300	200508
US97698	23	05	229.0	49.0	12501	00200	ASP	067RBWT	N40393723	40.660342	W086081087	-86.136353	799.7	0.1	800.0		U	02	05	11	50	54				N40380897	40.635825	W086100433	-86.167869	809.6	-0.1	811.7		U	02	05	11	50	54				224.4	44.4		12501	13501	12501	13501	200511
US97701	25	07	249.0	69.0	02201	00100	ASP		N36554798	36.929994	W111264583	-111.446064	4247.0	-0.1	4250.0		U									N36554500	36.929167	W111271268	-111.453522	4242.0	0.1	4250.0	0588	4245.7									261.9	81.9		02201	02201	01613	02201	200607
US97701	33	15	337.8	157.8	05950	00150	ASP		N36550021	36.916725	W111264600	-111.446111	4316.1	-1.2	4316.0		U	01	06	09	43					N36555815	36.932819	W111265843	-111.449564	4245.0	1.2	4264.0		U	01	06	09	43					350.1	170.1		05950	05950	05950	05950	200606
US97759	36	18	2.0	182.0	05002	00075	ASP		N30424127	30.711464	W091284532	-91.479256	32.2	0.1	36.1		U	01	02	06	09	42	50			N30433062	30.725172	W091284103	-91.478064	39.0	-0.1	39.0		U	01	06	09	50					4.3	184.3		05002	05002	05002	05002	200604
US97774	19L	01R	191.8	11.8	08000	00200	ASP	038RCWU	N43541179	43.903275	W069561972	-69.938811	74.4	-0.2	75.0		U	02	04	05	11	50				N43525311	43.881419	W069560992	-69.936089	62.3	0.2	64.0		U	02	04	05	24	50				174.9	354.9		08000	08000	08000	09000	200406
US97774	19R	01L	191.7	11.7	08000	00200	ASP	038RCWT	N43541117	43.903103	W069562926	-69.941461	75.0	-0.1	75.0		U	05	50							N43525249	43.881247	W069561945	-69.938736	64.3	0.1	65.0		U	05	50							174.8	354.8		08000	08000	08000	08000	200406
US97826	19	01	194.0	14.0	05700	00100	ASP		N41595169	41.997692	W093370756	-93.618767	918.8	0.6	937.0		U	01	06	43						N41585773	41.982703	W093372913	-93.624758	955.3	-0.6	955.0		U	01	02	06	08	15				196.6	16.6		05700	05700	05700	05700	200501
US97826	31	13	314.0	134.0	03492	00100	ASP		N41592977	41.991603	W093370280	-93.617444	920.1	0.1	930.0		U	01	06	43						N41595466	41.998517	W093373491	-93.626364	925.0	-0.1	930.0		U	01	06	43						316.1	136.1		03492	03492	03492	03492	200609
US97859	31	13	314.0	134.0	04000	00060	ASP		N39380608	39.635022	W090462472	-90.773533	694.9	0.4	705.0		U	01	06	50						N39383401	39.642781	W090470092	-90.783589	710.0	-0.4	710.0		U	01	06	50						315.0	135.0		04000	04000	04000	04000	200308
US97869	23	05	228.0	48.0	05050	00075	ASP		N33582000	33.972222	W112472900	-112.791389	2379.0	0.1	U		U	01	06	50						N33575601	33.965558	W112482099	-112.805831	2386.0	-0.1	2386.0	0530	U	01	06							240.9	60.9		05050	05050	04520	05050	200205
US97877	31	13	310.0	130.0	01416	00245	GRS		N35322520	35.540333	W098555830	-98.932861	U	U	U		U									N35323520	35.543111	W098561030	-98.936194	U	U	U		U									315.6	135.6		01416	01416	01416	01416	200506
US97877	35	17	353.0	173.0	04300	00075	ASP		N35315234	35.531206	W098555512	-98.931978	1592.0	0.3	1615.0		U	01	06	43						N35323487	35.543019	W098555587	-98.932186	1604.0	-0.3	U		U	01	06							359.2	179.2		04300	04300	04300	04300	200506
US97883	33	15	328.0	148.0	03298	00075	ASP		N48593057	48.991825	W095583439	-95.976219	U	U	U		U	01	06							N48595931	48.999809	W095585760	-95.982666	U	U	U		U	01	06							332.1	152.1		03298	03298	03298	03298	200513
US97932	34	16	347.0	167.0	04950	00060	ASP		N42093500	42.159722	W112174800	-112.296667	4473.0	0.6	U	0210	U	01	06							N42102400	42.173333	W112174800	-112.296667	4503.0	-0.6	U	0150	U	01	06							360.0	180.0		04740	04950	04800	04950	200609
US97940	22	04	220.0	40.0	03497	00075	ASP		N36005463	36.015175	W088071168	-88.119911	465.0	0.1	U		U	06	09	50						N36002623	36.007286	W088073596	-88.126656	468.0	-0.1	468.0		U	06	09	50						219.2	39.2		03497	03497	03497	03497	199901
US97987	23	05	234.0	54.0	05500	00075	ASP		N35012633	35.023981	W080364865	-80.613514	662.0	0.3	U		U	01	05	50						N35004923	35.013675	W080373701	-80.626947	679.0	-0.3	679.0		U	01	05	15	50					227.0	47.0		05500	05900	05500	05900	200409
US97992	21	03	213.0	33.0	10165	00150	ASP		N42544854	42.913483	W106265538	-106.448717	5323.0	0.0	5327.0		U	01	05	09	47					N42533620	42.893389	W106283007	-106.475019	5321.2	0.0	5325.0		U	01	02	05	08	15	47			223.9	43.9		10165	10165	10165	10165	200609
US97992	26	08	258.0	78.0	08679	00150	ASP		N42543215	42.908931	W106265825	-106.449514	5319.9	0.2	5332.0		U	01	05	09	47					N42543050	42.908472	W106285481	-106.481892	5340.7	-0.2	5341.0		U	01	02	05	08	15	47			268.9	88.9		08679	08679	08679	08679	200609
US97992	30	12	303.0	123.0	06489	00060	ASP		N42542494	42.906928	W106270736	-106.452044	5326.5	0.4	5335.0		U									N42550937	42.919269	W106281018	-106.469494	5349.6	-0.4	5350.0		U									313.9	133.9		06489	06839	06489	06489	200609
US97992	35	17	348.0	168.0	07211	00060	ASP		N42535650	42.899028	W106281004	-106.469456	5328.3	0.3	5338.0		U									N42550770	42.918806	W106281184	-106.469956	5349.8	-0.3	5350.0		U									358.9	178.9		07211	07211	07211	07561	200609
US98005	23	05	230.0	50.0	04941	00100	ASP		N29040784	29.068844	W082221536	-82.370933	65.1	0.0	65.0		U	01	06	50						N29033340	29.059278	W082225489	-82.381914	63.1	0.0	65.0		U	01	06	50						225.0	45.0		04941	04941	04941	04941	200606
US98005	27	09	275.0	95.0	04702	00060	ASP		N29033370	29.059361	W082220983	-82.369397	63.2	0.0	U		U	01	06							N29033389	29.059414	W082230281	-82.384114	64.0	0.0	U		U	01	06							270.0	90.0		04702	04702	04702	04702	200606
US98020	19	01	194.0	14.0	10012	00300	ASP	076FBWT	N30295928	30.499800	W086304023	-86.511175	62.0	-0.1	65.0		U	02	05	11	50					N30282218	30.472828	W086310446	-86.517906	50.0	0.1	65.0		U	02	05	11	50					192.0	12.0		10012	10762	10012	10512	200608
US98020	30	12	302.0	122.0	12005	00300	ASP	025RCWT	N30282082	30.472450	W086310876	-86.519100	52.0	0.3	74.0		U	02	05	11	50					N30291965	30.488792	W086330795	-86.552208	87.0	-0.3	87.0		U	05	50							300.0	120.0		12005	13005	12005	13005	200608
US98059	26	08	260.0	80.0	06300	00060	ASP		N31010000	31.016667	W104120900	-104.202500	U	U	U		U									N31005000	31.013889	W104132100	-104.222500	U	U	U		U									260.0	80.0		06300	06300	06300	06300	200207
US98076	34	16	345.0	165.0	05400	00075	CON		N41233835	41.393986	W092563742	-92.943728	871.0	0.1	880.0	0200	871.1	01	06	09	50					N41243044	41.408456	W092565281	-92.948003	878.0	-0.1	878.0	0200	881.4	01	06	09	50					347.0	167.0		05200	05400	05200	05400	200409
US98077	29	11	294.0	114.0	03498	00075	ASP		N44463475	44.776319	W095013659	-95.026831	1076.0	-0.1	U		U	07								N44465102	44.780839	W095021938	-95.038717	1071.0	0.1	U		U	07								298.0	118.0		03498	03498	03498	03498	200110
US98105	35	17	357.0	177.0	03464	00050	ASP		N33475682	33.799117	W093214434	-93.362317	U	U	U		U	06								N33483108	33.808633	W093214331	-93.362031	U	U	U		U	06								360.0	180.0		03464	03464	03464	03464	200601
US98172	19	01	190.0	10.0	05010	00050	ASP		N37123458	37.209606	W107515810	-107.866139	6684.0	-1.1	6684.0		U	01	06							N37114830	37.196750	W107522010	-107.872250	6626.8	1.1	6651.0		U	01	06							200.8	20.8		05010	05010	05010	06510	200609
US98242	33	15	330.0	150.0	06001	00100	ASP		N38540430	38.901194	W121205519	-121.348664	119.8	0.0	120.9		U	01	06	43						N38550167	38.917131	W121211444	-121.354011	119.9	0.0	121.4		U	01	02	06	08	15	43			345.0	165.0		06001	06001	06001	06001	200206
US98249	33	15	328.0	148.0	08002	00150	PEM		N32200546	32.334850	W086584988	-86.980522	164.9	0.0	165.0		U	01	05	14	43					N32211095	32.353042	W086594231	-86.995086	165.9	0.0	166.0		U	05	43							326.0	146.0		08002	08002	08002	08898	200604
US98286	19	01	190.0	10.0	03575	00150	ASP		N34524303	34.878619	W076205673	-76.349092	U	U	U		U									N34520832	34.868978	W076205708	-76.349189	U	U	U		U									180.5	0.5		03575	03575	03575	03575	199511
US98286	23	05	236.0	56.0	03678	00150	ASP		N34524362	34.878783	W076204991	-76.347197	U	U	U		U									N34521897	34.871936	W076212172	-76.356033	U	U	U		U									226.6	46.6		03678	03678	03678	03678	199511
US98286	28	10	280.0	100.0	03500	00150	ASP		N34524234	34.878428	W076203646	-76.343461	U	U	U		U									N34524265	34.878514	W076211785	-76.354958	U	U	U		U									270.5	90.5		03500	03500	03500	03500	199511
US98333	27	09	273.0	93.0	04801	00100	ASP		N24332230	24.556194	W081450837	-81.752325	2.5	0.0	3.0		U	01	06	09	43					N24332179	24.556053	W081460037	-81.766769	2.7	0.0	3.0		U	01	06	09	43					269.0	89.0		04801	04801	04801	04801	200511
US98349	30	12	295.0	115.0	04098	00075	ASP		N44373097	44.625269	W093131600	-93.221111	951.1	U	958.0	0391	951.9	01	02	05	08	15	50			N44374961	44.630447	W093140630	-93.235083	960.0	U	960.0		U	01	05	09	43					298.0	118.0		03707	04098	04098	04098	200407
US98384	20	02	200.0	20.0	03200	00040	ASP		N29521200	29.870000	W090011300	-90.020278	U	U	U		U	01	05							N29514300	29.861944	W090012600	-90.023889	U	U	U		U	01	05							201.2	21.2		03200	03200	03200	03200	200606
